"gaptext","date"
"@phillykievs We have the March Mystery Madness today and tomorrow (3/18-3/19)  Visit https://t.co/GWxr7qEzwh for details!",2016-03-18
"@Timsta19 Hey Tim, Send us your order number so we can see what is happening.  We are always happy to help.  Thanks!",2016-03-18
"@amraycollins We are sorry Amber, Give us a call so we can help make this right.  Thanks! 1-800-GAPSTYLE.",2016-03-18
"@TWitcomb So sorry Tom, Call us at 1-800-GAPSTYLE.  We want to help.",2016-03-18
"@dyudeeboi Your items came from 2 diff locations. 2nd pkg will arrive on or before 3/22.  Thanks!",2016-03-18
"@SylviaMarketing Thanks Ken, We sent this out today. Visit again to see you make a difference!",2016-03-18
"Express yourself. Complimentary personalization with any #nothingbutdenim purchase at our Gap Record Shop. #sxsw https://t.co/HzzdsOvf1Z",2016-03-18
".@GraceMitchell took #sxsw to the next level earlier today.

#nothingbutdenim #musicisuniversal https://t.co/JaGK3xU0RT",2016-03-18
".@kacyhill dazzles the crowd at #sxsw.

#nothingbutdenim #musicisuniversal https://t.co/WY1SYJ6OkX",2016-03-18
"Can't stop, won't stop dancing to @DNCE. 

#nothingbutdenim #musicisuniversal #sxsw https://t.co/HB6DCRctbm",2016-03-18
".@cleancutkid cutting loose at the #sxsw Gap Record Shop and Showcase. #musicisuniversal https://t.co/P8poerz1EY",2016-03-17
"Kicking back with @grizfolk at #sxsw. 

#musicisuniversal #nothingbutdenim https://t.co/YnAek4wttB",2016-03-17
"It's all about Ì†ΩÌ±ñ&amp;Ì†ºÌæ∂. Stop by our Gap Record Shop for free vinyl from #musicisuniversal artists featured at #SXSW. https://t.co/cZcZnP20RH",2016-03-17
"@n_boogie_ Sorry to hear this. Can you let us know which store you visited so we can share with their leadership? Thanks!",2016-03-17
"@SylviaMarketing Sorry to hear this. Can you let us know which store you visited so we can share with their leadership? Thanks!",2016-03-17
"Get 20% off @Gap denim! Snap a photo at #sxsw, tag #nothingbutdenim, and show us at our pop up @JWMarriottATX. https://t.co/80lRIxvp5H",2016-03-17
"@JujuChangABC We thank you for your support! #CatalystAwards2016",2016-03-17
"@Sierra_Prescott happy that our jeans can help you to keep doing you.",2016-03-17
"Nothing but good vibes with @TheRyanAdams last night. 

#nothingbutdenim #musicisuniversal #sxsw https://t.co/2692mtDvKM",2016-03-17
"@_miss_moss glad you made it out to the event! We hope you had a good time.",2016-03-17
"@bexxyd We're sorry to hear this. We'll share your feedback with the store's leadership so it can be addressed. Thanks for sharing!",2016-03-17
"@kaylaedwards26 Oh no! Feel free to bring them to your local Gap store and a manager will be happy to offer a refund or exchange. Thanks!",2016-03-17
"Incredible set by @theavettbros at our Gap Showcase last night. 

#nothingbutdenim #musicisuniversal #sxsw https://t.co/ERz4yk2zBO",2016-03-17
"@towerhousemag I can pass this along. No promises.",2016-03-17
"@bosbargainista As long as you paid the remaining balance with your Gap Card as is required by the terms of use, they should able to.",2016-03-17
"@TheJoshMcIntyre You can revisit where you signed up to edit you preferences. Just submit your email and it will take you to the edit page.",2016-03-17
"More awesome shows to come today at our Gap Showcase! #nothingbutdenim #musicisuniversal https://t.co/722UO0ySPM",2016-03-17
"Art comes to life at #sxsw with @yoonhyup. #nothingbutdenim #musicisuniversal https://t.co/loP6wzO8Zn",2016-03-17
"Turn the world on its head. In her denim, @Sierra_Prescott can do anything. https://t.co/ahAHEpC8jw #nothingbutdenim https://t.co/X2NsQOoXbX",2016-03-16
"Join the New Generation. 

#nothingbutdenim
https://t.co/WPHbErxEYy",2016-03-16
"We're thrilled to be honored for work in women's advancement. #CatalystAwards2016 #1MWomen https://t.co/5U5VBiLpsj https://t.co/SAL5bpKbFX",2016-03-16
"Instant vintage: 1969 icon denim jacket.

#nothingbutdenim https://t.co/dDP72zS6Iv",2016-03-16
"@bosbargainista So sorry for this. If you paid with CC, the store can try to use that to retrieve the transaction. You can call us for help.",2016-03-16
"‚ÄúDenim has always been the look.‚Äù ‚Äî @skipmarley

#nothingbutdenim https://t.co/HWIW48q8Px",2016-03-16
"Stay true to denim.

Share your favorite #nothingbutdenim looks with us. https://t.co/3DZosS9IOU",2016-03-16
"We‚Äôre coming for you, #sxsw, with a #nothingbutdenim pop-up shop, vinyl, and live concerts. https://t.co/sgsLvUGSm8 https://t.co/ftmsTfaWwF",2016-03-16
"For rainy days and beyond.

#nothingbutdenim https://t.co/FL4n2LPbNS",2016-03-15
"@gisselladaboss the heart wants what the heart wants. #gaplove",2016-03-15
"@Skjoldielocks no problem. https://t.co/XlW1jYSsCs Can't wait to see you there!",2016-03-15
"@ArtOnTheIzzy Sorry to hear. If you ordered this and received the incorrect item, please call us at 800-GAP-STYLE so we can get more info",2016-03-15
"@NonProfit_Meg Oh no! Looping in @AskSynchrony so they can help. Thanks for being a loyal cardholder!",2016-03-15
"@LarsvonS Sorry to see this. Feel free to bring it to your local Gap store and a manager will be happy to evaluate it. Hope this helps!",2016-03-15
"@smhennen Sorry to hear about your frustration. We'll share your feedback with our leadership teams so they can keep it in mind. Thanks!",2016-03-15
"‚ÄúDenim is really just classic American.‚Äù ‚Äî @daisycs

#nothingbutdenim
https://t.co/MKwSBc2tSD",2016-03-15
"Partners in denim.

#nothingbutdenim https://t.co/e99aUIvL14",2016-03-15
"‚ÄúWhen I find the best-fitting jean, I tend to wear that same pair every day.‚Äù 

#nothingbutdenim https://t.co/PRAiY6mPKV",2016-03-14
"‚ÄúWhen I‚Äôm fully in the music, that‚Äôs when I feel the most alive."" ‚Äî @skipmarley 

#nothingbutdenim
https://t.co/toltBRGvwX",2016-03-14
"@Racheltwittwoo Sorry for the confusion. Maternity is only available online for UK customers. We appreciate your understanding!",2016-03-14
"@fb_vz Please call us at 1-800-GAP-STYLE so we can help you out!",2016-03-14
"@Racheltwittwoo Maternity is available at select stores. Please use our Store Locator at https://t.co/09gUyCApkV to find one near you.",2016-03-14
"Courtney | music lover and creative soul | Chicago-based

#nothingbutdenim https://t.co/GA7Up92wRx",2016-03-13
"Unconditional denim. 

#nothingbutdenim https://t.co/9A25lV0cGi",2016-03-13
"Denim is us, denim is love, denim is forever.

On him: 1969 slim | On her: 1969 perfect boot.

#nothingbutdenim https://t.co/Cs3K9xFrX1",2016-03-13
"A pair of jeans can be your individuality, your creativity, your possibility. #nothingbutdenim https://t.co/ccu3qBMWeA",2016-03-12
"It all started with a great pair of jeans. #nothingbutdenim https://t.co/KyDOtIBRBA",2016-03-12
"@saratweetshere Sorry to hear this. Try clearing your cache of cookies or use a different browser. 800-GAP-STYLE if you need help. Thanks!",2016-03-11
"@V_Muller2 We're sorry to hear this. You're welcome to call us at 800-GAP-STYLE and we'll be happy to see what options are available. Thanks",2016-03-11
"@RoxySanch0515 Once we have more information on a new one, we'll be sure to let our twitter followers know. Thanks!",2016-03-11
"@thirdeye242 We're sorry to hear this. Feel free to email us at custserv@gap.com with the details. We're happy to help!",2016-03-11
"Your new favorite pair of jeans: the patchwork best girlfriend. https://t.co/2rh8sqGEDP #nothingbutdenim https://t.co/U6kkqF9PPu",2016-03-10
"@setillou We are happy to check the status for you. Send us your order number and we will see what is happening. Thanks!",2016-03-10
"@amandajmcclure Give us a call so we can make sure you receive the correct item. We are sorry for the error.",2016-03-10
"@mollyspector Sorry to hear this. Take them to the store and meet with manager. If the see that its defective, they can help. Thanks",2016-03-10
"@cjrobin We hate to hear this. Can you send your order number so we can look into this for you?  Thanks!",2016-03-10
"@Denisepdavies Hi Denise, We sent this to Karen and her supervisor. You just made her day!  Thanks.",2016-03-10
"@thepaperfairy  No stock limits. Customers stock up with they get a great deal.  Sorry to disappoint.",2016-03-10
"@DianaRValle1 Sorry to disappoint. We shared your need our design and merchandising team for you.  Thanks for sharing your interest.",2016-03-10
"@V_Muller2 Online returns must be received and processed within 45 days of purchase date. Call us for complete details. We're happy to help.",2016-03-10
"@KJAIIDay The summer wear will be arriving in the store over the next few weeks. Check in often to see what new items are being added.",2016-03-10
"@CaressaCrawford Thanks, we will get this to the mgr so they can follow up. thanks!",2016-03-10
"Denim on denim is the statement of the season. https://t.co/ahAHEpC8jw
#nothingbutdenim https://t.co/mxe8YPzfbV",2016-03-09
"@ams_world Thanks for your feedback. We'll share your request w/our merchants. We hope you'll try our  Vintage Wash tee. They're super soft!",2016-03-09
"We're growing to reach #1MWomen through Gap Inc.'s #pace program. Learn more: https://t.co/Kq2FTnKdic. https://t.co/KludlYgnGG",2016-03-08
"@yablonovich Hi there, feel free to call us at 800-GAP-STYLE or email us at custserv@gap.com with the details. We're happy to help!",2016-03-08
"@JstnMchl Here's a link for the tee: https://t.co/L4LGe0nXVk Thanks!",2016-03-08
"@RebeccaLee19 Hi there, give us a call at 800-GAP-STYLE so we can get more information. We're happy to help!",2016-03-08
"@CaressaCrawford We're sorry to hear this. Can you let us know which store you visited so we can share with their leadership? Thanks!",2016-03-08
"@MimiSoAmazing We're sorry to hear about your disappointment. We'll share your feedback with our leadership teams. Thanks for contacting us!",2016-03-08
"@JandaCollins Thanks for the info. We'll notify our product leaders so they can look into it. Have a great day!",2016-03-08
"@shellrodd1922 Perfect, we'll share it with the store leaders so the team can be commended. Thanks for shopping with us!",2016-03-08
"@xamolaml Sorry for the confusion. You would only be able to return or exchange within the same country of purchase.",2016-03-08
"@jakeh91 Hi there, you can filter your search by color on our website. Give us a call at 800-GAP-STYLE so we can help. Thanks!",2016-03-08
"@djdoubles1200 Sorry to see this. We'll share your feedback with our merchandising leaders so they're aware. Thanks for shopping with us!",2016-03-08
"Meet LanDan, one of the inspiring women behind your 1969 denim #InternationalWomensDay https://t.co/Kq2FTnKdic #pace https://t.co/C9v4lj4IVB",2016-03-08
"@supbonka  Put the style number in the search box.  It will bring back the item with the number search. At this time we do not have chat.",2016-03-08
"Cool hues, cool rides. #mondayblues #nothingbutdenim https://t.co/PaA44i0N7a",2016-03-07
"@xamolaml Items cannot be returned internationally and we apologize for any disappointment this may cause.",2016-03-07
"@Samuelle118 We're concerned to hear about this. Please call us at 800-GAP-STYLE and ask for Customer Relations. Thanks!",2016-03-07
"@SocialURL We're sorry to hear this. We'll notify the store's leadership so this can be addressed. Thanks for letting us know!",2016-03-07
"@kjuggs88 We're sorry to hear this. Can you email us at custserv@gap.com with the details? We're happy to help!",2016-03-07
"@JandaCollins Sorry to see this. We'll share it with our product teams so they are aware. Can you give us the style number? (S/xxxxxx-xx)",2016-03-07
"@shellrodd1922 We're happy to hear this! Were you in a store or did you speak with someone online? Do you have an order number? Thanks!",2016-03-07
"@ReedPrreed53 Sorry to hear you were having trouble. The items you selected may not have been eligible. Current code - SPRINGIT for 40% off",2016-03-07
