"urbantext","date"
"Weatherproof, insulated, and ready for winter. Pick your parka: https://t.co/w9hEZqQi8m https://t.co/NQL8YvZfSX",2015-11-02
"Huge thanks to @amy_woodside of @heyOKREAL &amp; @lizzy_okoro of @BunchMag for such an inspiring chat last week! ICYMI: https://t.co/MI2NVWzEBZ",2015-11-02
"Fresh month, fresh week, fresh tracks. What we're listening to today: https://t.co/zPtm1Ggguz #MusicMonday",2015-11-02
"@Wonderful_U Ì†ΩÌ∏é",2015-11-02
"It's coming! Here's all you need to plan the best ever Friendsgiving: https://t.co/jtA6PqwH0U",2015-11-02
"Ì†ΩÌ∏ò 
https://t.co/epwIUvjqyU",2015-11-02
"It's here! A special look at Holiday 2015 from UO to you: https://t.co/yb7hHjVTWX https://t.co/sX6WAacrhW",2015-11-02
"Just when we thought we couldn't love @CalvinKlein more...https://t.co/xX1nWFGFfj #MyCalvins https://t.co/02jUkNWINu",2015-11-02
"@raycrackthesky YES",2015-11-02
"It's Sunday.
It's November.
It's chilly.
Those are 3 perfectly good reasons to sleep in, if you ask us. ‚úåÔ∏èÌ†ΩÌ∏¥",2015-11-01
"Leftover candy for breakfast and an extra hour of sleep? Best Sunday ever. Ì†ºÌΩ´Ì†ΩÌ∏¥",2015-11-01
"@heyoitsbekah those earmuffs tho Ì†ΩÌ±åÌ†ºÌøº",2015-11-01
"@Samharmon25 YESSSSS",2015-11-01
"Ì†æÌ¥òÌ†ºÌøºÌ†ΩÌ≤ï https://t.co/BvkVhXc41n",2015-11-01
"Are you wearing a costume from UO tonight? WE WANNA SEE. Use #UOonYou or tweet at us! Ì†ΩÌ±ªÌ†ºÌæÉÌ†ºÌæâ",2015-10-31
"Is it really Halloween if you don't see at LEAST five dogs dressed in costume?",2015-10-31
"The best multi-use balms to keep lips hydrated, split ends at bay, and brows tamed this winter: https://t.co/7Shd3ZIsZF",2015-10-30
"All about prints + patterns in the shirt shop: https://t.co/xJnlY9eWO4 https://t.co/3WItmAnzKS",2015-10-30
"Every. Single. Day. https://t.co/YsAskJRWRf https://t.co/UdjM18PxzP",2015-10-30
"New arrivals are looking so good today Ì†ΩÌ∏çÌ†ΩÌ∏çÌ†ΩÌ∏ç https://t.co/8AqSyhLHvg",2015-10-30
"Our happy place: scrolling through pictures of beds. Join us. https://t.co/NannXWJkLV",2015-10-29
"Now on the Blog: a Q+A with Robert Eggers, director of the much-anticipated @TheWitchMovie. We're already scared...https://t.co/BFatpOLKmd",2015-10-29
"It's getting chilly out there. Warm up in UO-exclusive classics from @AlphaIndustries: https://t.co/TXSxJ9Pzgd https://t.co/E4SjSkB2ZB",2015-10-29
"Living in this sweater lately. Ì†ΩÌ∏å https://t.co/fLtYYC3Til https://t.co/1ISHU1FMTW",2015-10-29
"The easy, swingy, dress of our dreams is finally back in stock: https://t.co/u7K3b50yKb",2015-10-29
"@KRAM3RKRAM3 @SheaSerrano YAY SHEA",2015-10-29
"""My favorite images are ones that don't feel like they were taken yesterday."" @kevintruss https://t.co/BPxZecPytD https://t.co/4eJN7AQKIj",2015-10-29
"The best skirts of the season start with an A-line: https://t.co/bhTpXgWdXl",2015-10-29
"More pillows, please. https://t.co/bCTNEsj4AG https://t.co/T3tpkaEjfF",2015-10-28
"Most essential. https://t.co/yhVF697zPc https://t.co/c1e1fqveja",2015-10-28
"Everybody likes a photobooth.
Everybody LOVES a Halloween photobooth. Ì†ΩÌ±ª
DIY on the Blog: https://t.co/C0EAq4Nd39 https://t.co/Vc1UgvZ0Om",2015-10-28
"@jacquirosee Sorry for the trouble! If you don't mind, please follow us back and DM your order# and email so we can help. Thanks!",2015-10-28
"""I‚Äôm practicing my imperfection.""
More inspiring words from artist Christiane Spangsberg: https://t.co/eGMHC4Qqdz https://t.co/Xpebc58FN2",2015-10-28
"Don't forget! Click this tweet for a chance to win a pair of @HunterBoots for you + a friend: https://t.co/nNdkawODA3",2015-10-28
"Now online: the @ASICSamerica Night Shade Pack. https://t.co/2elJgZMMr9 https://t.co/pRVldRfGLY",2015-10-28
"There's nothing wrong with low-maintenance beauty! Photographer Sunny Shokrae proves it: https://t.co/NB3cTcDzlk https://t.co/tlVu7OVLQP",2015-10-28
"@elementsofellis yes yes yes Ì†ΩÌ∏ç",2015-10-28
"@alandelrio WILL DO",2015-10-21
"@LigiaEscobarr HAPPY BDAY",2015-10-21
"Obsessing over these bold + wearable hues from @ArdencyInn: https://t.co/QpGoalP5R9 https://t.co/Jb2S5ZybQs",2015-10-21
"Ì†ΩÌµë‚ö°Ô∏è #BackToTheFuture https://t.co/5YuOXVbtwF https://t.co/IWQMdInolS",2015-10-21
"@iambrwnboy If you don't mind, please DM your order# and email address so we can help you out. Thanks!",2015-10-21
"On the blog: @pthomillu taught us to make this cute Halloween bunting! October is the best. https://t.co/1pBxEkPyI0 https://t.co/1FBbDrzX9h",2015-10-20
"Making moves in new workout gear Ì†ΩÌ≤™ https://t.co/s84Zj1nejY https://t.co/lE26eHysbf",2015-10-20
"The 5‚É£ shirts you need this season: https://t.co/t9a986WKqK https://t.co/E6B4wUEh7M",2015-10-20
"Spooky AND delicious! Ì†ΩÌ±ª @CrepesofWrath taught us to make ghost cupcakes on the blog: https://t.co/PDlTPsVwnV https://t.co/HpbPU44pin",2015-10-20
"@niaacollazo good call.",2015-10-20
"Keep these in your gym bag ‚Üí https://t.co/9JCW1hBUiF",2015-10-20
"This! Dress! https://t.co/IsYy2upGyY https://t.co/mvT3Piw0I1",2015-10-20
"@adamjk we've all been there Ì†ºÌΩµ",2015-10-20
"Flannels + graphic tees have us feelin' those 90s vibes...https://t.co/bhWoYkD6m1 https://t.co/HxtvuFeTdf",2015-10-20
"Ì†ºÌ∂ï‚ú®Ì†ºÌ∂ï‚ú®Ì†ºÌ∂ï https://t.co/iiEyuVVzwW",2015-10-20
"Short, sweet, + simple. https://t.co/ocygs16uIN https://t.co/Vn7joXJ9i2",2015-10-19
"@amaranth_os If you don't mind, please DM your order# and email address so we can help you out. Thanks!",2015-10-19
"@nimrodnina looking majestic too Ì†ΩÌ∞∫Ì†ΩÌ∞∫Ì†ΩÌ∞∫",2015-10-19
"The top tracks of the week in one place: it's #MusicMonday! https://t.co/5a713zlGyi",2015-10-19
"@_DLota yay &lt;3",2015-10-19
"Need all of this: our exclusive collaboration with @Dickies is online now. https://t.co/c847Qxp7Qd https://t.co/F9nVzWNE6N",2015-10-19
"#MCM, obvi. https://t.co/tvVaXv8Upm https://t.co/rA0upFQj2J",2015-10-19
"@XEoin_HardyX If you don't mind, please DM your order# and email address so we can help you out. Thanks!",2015-10-19
"@_nealyyy Ì†ΩÌ∏çÌ†ΩÌ∏çÌ†ΩÌ∏çÌ†ΩÌ∏ç",2015-10-19
"@xirlasian YAYAYAY",2015-10-19
"@ChiibiLea LOVE U",2015-10-19
"Good luck trying to define Tessa Barton. Blogger, photographer, musician‚Ä¶what can't she do?
https://t.co/maYyxBHRUG https://t.co/twNnobJwKS",2015-10-19
"@sadboyism If you don't mind, please DM your order# and email address so we can help you out. Thanks!",2015-10-19
"It's never too early...Ì†ºÌæÅ http://t.co/TXrjWXHRMT",2015-10-19
"So psyched to premiere @PETITE_NOIR's new video for #LaVieEstBelle directed by @alandelrio! https://t.co/EdUssd5cf3",2015-10-19
"Comfy, sporty, &amp; pretty much perfect: we're lounging in @CalvinKlein all day. http://t.co/YoCbmYiaSI #MyCalvins http://t.co/XTA9KlLLuG",2015-10-18
"Weren't able to pick up a copy of UO Mixtape Vol 11 yesterday? Check it out‚Äìit's perfect for a chilled-out Sunday: http://t.co/kDZvDwGIUU",2015-10-18
"The only thing better than pumpkin French toast? Pumpkin French toast in bed. Ì†ΩÌπè http://t.co/maNiSp6Bv4 http://t.co/cULllFshR0",2015-10-18
"@lauren_town I'm sorry for the trouble! If you don't mind, please DM your order# and email address so we can help you out. Thanks!",2015-10-18
"Fall wanderlust in full swing. http://t.co/38q7PwMaVd http://t.co/ZzYlssmGSW",2015-10-17
"Our favorite layer is also the fuzziest layer. http://t.co/4PgzVwbGXC http://t.co/dAWw3VdVYZ",2015-10-17
"And don't forget: if you're in NY, LA, or Omaha, don't miss our in-store @cassetteday live music events! More info: http://t.co/Dn2QA242W2",2015-10-17
"Happy @cassetteday! Ì†ºÌæ∂Ì†ºÌæ∂Ì†ºÌæ∂ Stop by any UO in the US today to pick up a FREE copy of UO Mixtape Vol 11 while they last! http://t.co/qJslcEcbzG",2015-10-17
"How we're keeping warm this weekend. http://t.co/AQpZexqnmD http://t.co/qyB0VDUtqj",2015-10-16
"Ever wanted to make a mixtape for your crush? Like, a REAL mixtape? It's an art, and we're here to teach you how: http://t.co/d8D8MZZPYr",2015-10-16
"Oh hi, softest hoodie in the world Ì†ΩÌ±ã http://t.co/GVkrmQHqzW",2015-10-16
"@thatsmerianne your mom wins",2015-10-16
"@lostxxlenore YAY WELCOME + CONGRATS :)",2015-10-16
"Fall-hued beanies? We're into it. Ì†ºÌΩÅÌ†ºÌΩÇÌ†ºÌΩÉ http://t.co/PHRavlxnFP http://t.co/mx1yKUN6PR",2015-10-16
"@yuh_sam_iam @taylorswift13 music to our ears Ì†ΩÌ≤ïÌ†ºÌæ∂",2015-10-16
"Ì†ΩÌ±Ω Ready for a marathon. Ì†ΩÌ±Ω http://t.co/DRv9Hdj81e http://t.co/QsiJRe8dMM",2015-10-16
"It's Saturday afternoon. Cozy is happening. http://t.co/9K2kmj5T5m http://t.co/XkxhocjV8n",2015-10-10
"Witchy weekend vibes Ì†ΩÌ¥Æ http://t.co/YZdBNq8dA8 http://t.co/LBY4y9Ud9v",2015-10-10
"Two days left to take an extra 30% off ALL sale items ‚Äì 40% off if you sign up for Urban On! Ì†ºÌæâÌ†ºÌæâÌ†ºÌæâ http://t.co/uM56HQHO0A",2015-10-10
"ICYMI: 
SALE. ON. SALE. 
Take 30% off all sale items or sign up for Urban On and get 40% off! http://t.co/uM56HQHO0A",2015-10-09
"Colored drippy candles = instant creepy, Halloween-y vibes...which means we're obsessed. http://t.co/qhk55wbuqW http://t.co/wMDnHMbz3e",2015-10-09
"@XIXXIXIXIII I'm sorry that you haven't received your order confirmation. Please DM us your name and billing info as listed on your order.",2015-10-09
"One camera, seven colors, a million photo opportunities: the Fuji Instax camera is now $80 for a limited time! http://t.co/55JoKkh6uU",2015-10-09
"It doesn't get better than @Schottnyc. http://t.co/jmufy8sJ5U http://t.co/T8V3Kf0w42",2015-10-09
"These go well with tights + boots: http://t.co/60MhQwrfLa",2015-10-09
"@vdoherty7 it is &lt;3",2015-10-09
"@nicollefalcis Hey! Try refreshing your cart or editing your cart.",2015-10-09
"SALE'S ON SALE. Take an extra 30% off all sale items, and 40% when you sign up for Urban On! http://t.co/ACqvSv8ADj http://t.co/7TWioPSDVD",2015-10-09
"We threw a Halloween party and had WAY too much fun with these masks...http://t.co/Jb4YBYWOiU http://t.co/ivMVQTSar5",2015-10-08
"Living room goals. Ì†ºÌºø See more of artist Chy Parker's textile-filled home: http://t.co/F8a4AJ0ZtP http://t.co/dEdKnX6HGe",2015-10-08
"@VanessaEvaa If you don't mind, please follow us back and DM your order# and email address so we can assist. Thanks!",2015-10-08
"A #tbt-inspired look for the day. http://t.co/Vgjx8Ekqcb http://t.co/VBT4s0eOnA",2015-10-08
"Glowy skin is always in ‚ú® Our fave skincare that does the trick: http://t.co/jdhtsunpLW",2015-10-08
"Two words: PUMPKIN. KEG. Ì†ºÌæÉ http://t.co/a78UeMRxZi http://t.co/Tbb9M5LyMv",2015-10-08
"Hoodies to live in: http://t.co/fZFFITH0nH http://t.co/k86NylaMe1",2015-10-08
"@EmiliaPetrarca Ì†ºÌºøÌ†ºÌΩïÌ†ºÌºøÌ†ºÌΩïÌ†ºÌºøÌ†ºÌΩïÌ†ºÌºøÌ†ºÌΩïÌ†ºÌºøÌ†ºÌΩïÌ†ºÌºøÌ†ºÌΩïÌ†ºÌºøÌ†ºÌΩïÌ†ºÌºøÌ†ºÌΩïÌ†ºÌºøÌ†ºÌΩïÌ†ºÌºøÌ†ºÌΩïÌ†ºÌºøÌ†ºÌΩï",2015-10-08
"These @LEVIS pieces are really rounding out our fall wardrobe...http://t.co/ZI63ohvfZ4 http://t.co/sidNZxJDgd",2015-10-07
"Need the right tunes to get you in the mood for Halloween? We made a playlist just for you: http://t.co/xz8TGttv63 Ì†ΩÌ±ªÌ†ºÌæÉÌ†ΩÌ∏±",2015-10-07
"Spend a day in New York City with photographer @dariusmgarvin. http://t.co/dJj91AS1Ge
Photo: @kbdawg http://t.co/OUB3bA9DUA",2015-10-07
"@kbdawg Our bad! We'll repost :)",2015-10-07
"Suede for days. http://t.co/Vq5Y7vSGLf",2015-10-07
"""I equate running @BURGERRECORDS to playing those simulation video games as a child."" http://t.co/4JfhYrPwqq http://t.co/ftQQip8jHd",2015-10-07
"Reasons to plan a vacation: new swimwear is online now! http://t.co/wOqkaFEE0D",2015-10-07
"Oh hi, new fave tee. Ì†ΩÌ∏ª http://t.co/0h8W9WlxA8 http://t.co/mydV2bDb3N",2015-10-07
"Precious little things. http://t.co/TmoAmemIFX http://t.co/kNebH5JZk9",2015-10-06
"Catching up with ATL's @Brother_moto and Lady Fingers on the blog: http://t.co/Pr4wnPbSrc http://t.co/CHawE5xfD8",2015-10-06
"It's boot season. We're pretty happy about it. http://t.co/Lt3s9hxln4 http://t.co/kxc3fL5khl",2015-10-06
"@BURGERRECORDS Ì†ΩÌ∏çÌ†ºÌΩîÌ†ΩÌ±ç",2015-10-06
"These are the dresses we're living in lately ‚Üí‚Üí‚Üí http://t.co/KgIU2jDdUU",2015-10-06
"@ibellapeschardt Ì†ΩÌ∏òÌ†ΩÌ∏òÌ†ΩÌ∏ò",2015-10-06
"What we're wearing: bodysuits with plunging necklines &amp; layers of necklaces. Ì†ΩÌ±å‚ú® http://t.co/E81TlSMPdB http://t.co/jBF98STpWQ",2015-10-06
"Always wanted the lowdown on tarot but were never sure where to start? You're in luck: http://t.co/mvz1BktmBJ http://t.co/173EvzJJyx",2015-10-06
"Had so much fun at our @CHVRCHES record signing last week! See more photos: http://t.co/WiPl62huMI http://t.co/BGArymg3cc",2015-10-06
"It's the LAST DAY to save 20% off all shoes! Shop while you can: http://t.co/8UUcDPDZtB",2015-10-06
"Our favorite pieces for right now draw inspiration from back then. http://t.co/z5NtFN8IQH http://t.co/9Llw7B75zV",2015-10-05
"The ultimate leather jacket. Do you have yours? http://t.co/krz01iT4mS http://t.co/5NIt6vIr8s",2015-10-05
"Question: what are you wearing on October 31st? http://t.co/xyGbeF02j0 http://t.co/3iz62L1SqX",2015-10-05
"@alimichael @saranev @merbears Ì†ΩÌ≤ïÌ†ΩÌ≤Ø",2015-10-05
"@saranev @alimichael @merbears you sure are right about that.",2015-10-05
"@secarson_ If you don't mind, please follow us back and DM your order# and email address so we can assist. Thanks!",2015-10-05
"The next classic pieces from @LEVIS are now online: http://t.co/BWIUESOI5f http://t.co/iDEoCEtfpe",2015-10-05
"@babysoymilk our faaaave  ‚ú®",2015-09-28
"@malumsfringe_ feelin' this",2015-09-28
"@teresawestwww @wildercalifonia obsessed with this! &lt;3",2015-09-28
"@oliviagdp WOOOOOO",2015-09-28
"@127e266c73ff4eb I'm sorry for the trouble.I see that you've been in touch with us by phone already, but if you need help please let me know",2015-09-28
"Ì†ºÌ∂ïÌ†ºÌ∂ïÌ†ºÌ∂ïÌ†ΩÌ∏ç http://t.co/wZ2IwzxU8l",2015-09-27
"A good pair of jeans is EVERYTHING. Find your perfect fit: http://t.co/a86FYRNSZe",2015-09-27
"Fall mornings. Ì†ºÌΩÇ http://t.co/s4XtDsNdT2",2015-09-27
"The last step to making your bed the actual coziest: this pillow. http://t.co/zLraji60zG http://t.co/0cropMuGA1",2015-09-26
"There's a graphic tee for everybody. http://t.co/0Qa1JwNoCq http://t.co/njvKqrkHx2",2015-09-26
"""Understated, quietly playful, and not too serious."" @hanselfrombasel http://t.co/s6oKJJ0XOy http://t.co/fhlz3DK2Jl",2015-09-26
"Denim with flare. http://t.co/a86FYRNSZe http://t.co/vytmQQm6nk",2015-09-26
"Iconic. ‚ñ™Ô∏è‚ñ´Ô∏è‚ñ™Ô∏è @VANS_66 http://t.co/AesdyhaQYj http://t.co/iEipau0Soc",2015-09-25
"Your fave Clueless quote in 3..2...1. GO: http://t.co/bqKckF4X0s http://t.co/WlQg5KYFub",2015-09-25
"The #LANAxUO meet &amp; greets were so amazing--hope you all had as much fun as we did! Thanks again, @LanaDelRey Ì†ΩÌ≤ñ",2015-09-25
"Luxury, organic haircare that's handcrafted in California: get to know @GMREVERIE on the Blog! http://t.co/VaqQTux0FN http://t.co/CeFDY5VaAX",2015-09-25
"Denim on denim on denim. http://t.co/UgkRZLopad http://t.co/LfRA3lZyz8",2015-09-25
"Dresses for the weekend Ì†ºÌæâ http://t.co/bRbcmztU44",2015-09-25
"Now on the Blog: an interesting look at the history of the @VANS_66 Checkerboard. http://t.co/dpbEVOBpz9 http://t.co/Ra3d4QGApx",2015-09-25
"""I feel I‚Äôm at my best &amp; learning the most when I‚Äôve got a full plate."" Meet Kenesha Sneed: http://t.co/wbhU2fIcHM http://t.co/XfyZm2Efou",2015-09-25
"@AlehDelRey Ì†ΩÌ∏ò",2015-09-25
"@electraus this is incredible Ì†ΩÌ±èÌ†ºÌøº",2015-09-25
"‚ú®Ì†ΩÌ≤ïÌ†ΩÌ∏ò https://t.co/2hRhHg7DQH",2015-09-25
"@tyleroakley Sounds like a party! Can we host a special signing session? Shoot us a DM!",2015-09-25
"Oh hey, @LanaDelRey Ì†ΩÌ∏çÌ†ΩÌ±ë #LANAxUO http://t.co/caZYEGXMZK",2015-09-25
"Soon! #LANAxUO http://t.co/YD08M4rCdz",2015-09-25
"Pssst. Follow us on Snapchat at URBANOUT for a special message you won't want to miss... #LANAxUO ‚ù§Ô∏è",2015-09-25
"It's officially cozy season. http://t.co/5JiRiJJYBa http://t.co/u9wcMGj30A",2015-09-24
"All wristbands for tonight's meet &amp; greet with @LanaDelRey have been given out! Ì†ΩÌ∏ò #LANAxUO",2015-09-24
"The jackets that'll take you everywhere: http://t.co/TQAR6VKS2u http://t.co/9BvnothOCS",2015-09-24
"No more tangled necklaces. Ì†ΩÌ±å‚ú® http://t.co/IXkrflAZyY http://t.co/QbIRRa5E8O",2015-09-24
"Ì†ΩÌ≤ôÌ†ΩÌ±ñÌ†ΩÌ≤é http://t.co/pbY6Wde0Hs http://t.co/UpTReHRujX",2015-09-24
"Update: the line for tomorrow's meet and greet with @LanaDelRey is now full! #LANAxUO",2015-09-24
"Best way to celebrate the first day of fall: @ArtfulDesperado's Roasted Plum Old Fashioned. http://t.co/McCGKrcsET http://t.co/CdNC651glF",2015-09-23
"@Melissa_Smitthh we'll let you know when it's full!",2015-09-23
"LA: @LanaDelRey will host a meet &amp; greet at @space15twenty tomorrow! Line starts on Ivar. More info here: http://t.co/xx3fGKNKkY #LANAxUO",2015-09-23
"Flares styled four ways: this is how we're wearing our fave denim of the season. http://t.co/Ra3o26pVcR http://t.co/XIbUKcRUC1",2015-09-23
"""I‚Äôve been a photographer for as long as I can remember."" @emily__knecht http://t.co/hhhXNvXp0i http://t.co/A0b0IYoBvO",2015-09-23
"@han_the_banan I'm sending information to kresserh@ndapandas.org, the listed email. If this is not the correct email please let me know.",2015-09-23
".@hanselfrombasel make us really excited about socks. Read on and you'll understand: http://t.co/1rNboq7mNl http://t.co/D353LE4tFI",2015-09-23
"@Popjustice @adamjk rly into this teamwork guys",2015-09-23
"Oh hey Ì†ΩÌ≤õ
https://t.co/GLmf6IazpW",2015-09-23
"The brains behind @FellowBarber are here to tell you which products keep your hair looking its best. Ì†ΩÌ≤à http://t.co/rbQJ0Z00eN",2015-09-23
"""Since I could hold a crayon I've been trying to capture the world around me."" @thejeffrose http://t.co/OLdivherF3 http://t.co/pZJOdl5uVn",2015-09-23
"We found our new go-to dress. Ì†ΩÌ∏ç http://t.co/3NIReWi72S http://t.co/siOQWhb9Ft",2015-09-23
"@jaaadddeeeyyyy Ì†ΩÌ≤ïÌ†ΩÌ≤ïÌ†ΩÌ≤ï",2015-09-19
"Time to layer. Quilted jackets are our go-to: http://t.co/kUOBbgncrt http://t.co/Bbm8mENYFS",2015-09-18
"All we want to wear this weekend: http://t.co/QO6ytYSmO7",2015-09-18
"Update from NYC: the line for tomorrow's meet &amp; greet with @LanaDelRey is now full! #LANAxUO",2015-09-18
"The best afternoon pick-me-up. http://t.co/0bwejHDDOz",2015-09-18
"New denim, perfectly destructed. http://t.co/jm8XmcHgxk http://t.co/NDEJpmLk8x",2015-09-18
"This is, hands down, the best ""dinosaur eating fried chicken"" ring we've ever seen. @verameat http://t.co/BDKDRWHCtR",2015-09-18
"New tees from the best brands are online now Ì†ΩÌ±â http://t.co/XGP7B1TS0u http://t.co/Lh1xTa7Sci",2015-09-18
"HELLO. Ì†ΩÌπåÌ†ΩÌ∏ç http://t.co/LHi4xPcDbh http://t.co/Pl7yl9sRXP",2015-09-17
"These new arrivals are making us daydream...http://t.co/tnsLZrulgX http://t.co/fIAKOhSDOh",2015-09-17
"Oh hi, perfect reading lamp. http://t.co/9B2zvjZ9kE http://t.co/4uGyx3Ivxj",2015-09-17
"What if we just wear this sweater everyday? http://t.co/knEbdSwMJn http://t.co/uPVjDUSkqr",2015-09-17
"A good primer can drastically change your foundation routine. In a good way. These are our faves: http://t.co/f2WSFxbmvg",2015-09-17
"Take a tour of @emmadime's amazing Oakland home and workspace on the UO Blog. Ì†ΩÌ∏ç http://t.co/7IfUSmYz8Z http://t.co/PU0NYg01ee",2015-09-17
"We'll take any chance we can to wear these pretty lace dresses...http://t.co/ZPY4wBWpOz",2015-09-17
"The word of the day is cozy. http://t.co/bt7nD9AGxR http://t.co/G4o26OzSEx",2015-09-16
"These heels are on our radar Ì†ΩÌ∏ç http://t.co/0W7BN1YGz0",2015-09-16
"The tried-and-true #UOBeauty picks (and extra tricks) you need to get glowing skin: http://t.co/ddUjcx7TZd",2015-09-16
"NYC, get ready: @LanaDelRey will host a meet &amp; greet at UO Herald Square this Saturday! Everything you need to know: http://t.co/xx3fGKw9tq",2015-09-16
"Get yours. http://t.co/upmTlZFIxn http://t.co/a88cFpVI6K",2015-09-16
"""By doing things differently we are affecting the common consciousness."" @BaiserBeauty's products break the mold: http://t.co/Nofd5qCpf4",2015-09-16
"@bensbrand Hey, thanks!",2015-09-16
"So psyched for this: read our exclusive interview with @LanaDelRey now on the blog! http://t.co/KU1x937bDa",2015-09-16
"Fall's best boots are here. http://t.co/LqlR4MSxz2 http://t.co/jSr2gXfBTH",2015-09-16
"Don't mind us, we're just living vicariously through photographer Kevin Bennett: http://t.co/XntL88V4tn http://t.co/uEc1qy7jBi",2015-09-15
"""I‚Äôve been using art + design as a way to communicate + connect since I could hold a pen."" Get to know @aelfie: http://t.co/5jA5TsYpF2",2015-09-15
"These black lace details are so Ì†ΩÌ∏çÌ†ΩÌ∏çÌ†ΩÌ∏ç http://t.co/V0rEczLT27 http://t.co/B7lfGn4jsX",2015-09-15
"It's socks + sweaters season and we couldn't be happier. http://t.co/Vv95IhGGAJ http://t.co/BClrebDVYB",2015-09-15
"You know you want to get a head start on that costume. Ì†ºÌæÉÌ†ΩÌ±ªÌ†ΩÌ¥ú http://t.co/scWkmj4y3D",2015-09-15
"The best way to go cool + casual: oversized pieces that go over everything. http://t.co/HJmM77J8VM http://t.co/ZeRiQ0O0bQ",2015-09-15
"Shout out to @youthlagoon for curating this playlist for us! Ì†ºÌæ∂ We'll be jamming all day and so should you: http://t.co/owXUnGBzLD",2015-09-15
"""When you need encouragement, go encourage someone else."" Get to know artist Marissa Quinn: http://t.co/LMj5LqoacJ http://t.co/ImP2wM2nXi",2015-09-15
"Out from Under: loungewear made for layering. http://t.co/e66GcoLYrw http://t.co/rHH8UGkfu1",2015-09-14
"Go from sunup to sundown with minimal makeup meltdowns! These are our favorite primers + setting sprays: http://t.co/YiEuNPsGzR",2015-09-14
"""I try to make all my pieces good luck charms."" The amazing @verameat is on the UO Blog: http://t.co/be0Kud3sAs http://t.co/5BzmyHL5aC",2015-09-14
"Current mood: SWEATER WEATHER! http://t.co/5Lf6I2MoZD http://t.co/lenNtWlHcv",2015-09-14
"The little things that turn your living room into your dream room: http://t.co/grQd6eAyk9",2015-09-14
"You could win a signed copy of @LanaDelRey's Honeymoon on vinyl! Here's how to enter: http://t.co/qGYy72SoYK #LANAxUO http://t.co/diPfzRQ7J0",2015-09-14
"@carla_piazza If you don't mind, please follow us back and DM your order# and email address so we can assist. Thanks!",2015-09-14
"To wear right now. http://t.co/341GXN0Xkf http://t.co/x6uidJlJCM",2015-09-14
"@StephMohr09 If you don't mind, please follow us back and DM email address so we can assist. Thanks!",2015-09-14
"It's Urban On Day! Insiders, take 10% off any purchase for one day only. Not an Urban On Insider? Sign up now: http://t.co/LhMZj1wOYC",2015-09-14
"Good morning. This is happening. Ì†ºÌæÉ http://t.co/nIKDf9Zvs2 http://t.co/3iWfzWe9kq",2015-09-14
"Yes, they look as good on the inside as they do on the outside. See more in the Sneaker Shop: http://t.co/fyklIlrgoY http://t.co/sY65ESvjyi",2015-09-09
"@maIeah If you don't mind, please DM your order# and email address so we can help you out. Thanks!",2015-09-09
"Psst. You might wanna follow us on Snapchat at URBANOUT. Ì†ΩÌ±å @FILAUSA",2015-09-09
"Cutest hand creams ever? We're gonna say yes. http://t.co/c95lceLLyF http://t.co/ZViglJEYto",2015-09-09
"@Stu_McAllister We're sorry to hear that you're having issues with your gift card. Can you please follow us and DM us your order number?",2015-09-09
"Happiness is a purse full of adorable little lip balms. http://t.co/9oiQTLK4gN http://t.co/klG9nVvoU4",2015-09-08
"So ready for these sweaters Ì†ΩÌ∏ç http://t.co/1ZYcIsX44m",2015-09-08
"We made a list to make it easy: here are all the fall essentials you need. http://t.co/lk9VyAAQao http://t.co/XUa2EgwW65",2015-09-08
"Something amazing is happening on Snapchat...! Follow us right now: URBANOUT! @FILAUSA",2015-09-08
"New + necessary from @ChampionUSA: http://t.co/gCeoyzKxVJ http://t.co/kgPPlehf0P",2015-09-08
"We know what we'll be wearing everyday this fall. http://t.co/BOuUVLXyBF",2015-09-08
"@MiLESFROMWA AYYY CONGRATS :)",2015-09-08
"@bradfordnica RIGHT?",2015-09-08
"Talking goals, guilty pleasures, and traveling the globe with LA muse Tina Jo: http://t.co/Oxd0Tt0oO3 http://t.co/I0ooU6YgdU",2015-09-08
"It's here! See every piece from our exclusive new @FILAUSA + UO collection, online now: http://t.co/fVXVku2EFK http://t.co/6Juee8jSIL",2015-09-08
"@PhoenixJ1977 If you don't mind, please follow us back and DM your email address so we can assist. Thanks!",2015-09-08
"""Don‚Äôt be afraid to try new things, trust your instincts, and embrace your mistakes. Just keep going."" http://t.co/z9D8ZOZzr5",2015-09-07
"Ì†ºÌ∂ï‚ú®Ì†ºÌ∂ï‚ú®Ì†ºÌ∂ï http://t.co/9cVKJXGx8T",2015-09-07
"Just a heads up: free shipping ends today! http://t.co/I99ouQ1aUS",2015-09-07
"Flannel + denim were MFEO. http://t.co/KnKF8XXQhG http://t.co/zHhdSMmEkX",2015-09-07
"Sleeping in on a Monday morning feels like winning a prize. Ì†ºÌøÜÌ†ºÌøÜÌ†ºÌøÜ",2015-09-07
"These dresses are magic ‚ú® http://t.co/vl3PPozyHa",2015-09-06
"Nothing says fall like the perfect denim jacket. http://t.co/EbXGlbreqm http://t.co/myBpmH0pBj",2015-09-06
"Morning. http://t.co/UAwnGKqfRZ",2015-09-06
"""Do what you want, break the rules, color outside the lines. Be different. Trust your instincts. Follow your heart."" http://t.co/rQOVr6afr1",2015-09-05
"Just FYI, FREE shipping on all orders is still happening: http://t.co/ZThC7fKW9j",2015-09-05
