"jcrewtext","date"
"Hint, hint, hint, hint, hint, hint. https://t.co/W7iYCoWsXr #jcrewholiday https://t.co/ek81ytZrHG",2015-12-05
"Our latest style guide is now on @Pinterest, sooooo, your wish list is about to get longer https://t.co/dO2jY5zYnT https://t.co/7FWw4p3KRn",2015-12-05
"When it comes to your closet, more isn’t better. Better is better. #jcrewalways",2015-12-04
"From your best bud to your dog groomer, we’ve got the right gifts for everyone https://t.co/WVOEkPtHWZ #jcrewholiday https://t.co/LJFRovXjvG",2015-12-04
"Looks we love so much we needed to use four exclamation points ! ! ! ! https://t.co/9aHpT72dYZ https://t.co/DWsmRuagrG",2015-12-04
"Names aren't only for stockings https://t.co/Qro5yRgqx6 #jcrewholiday",2015-12-03
"Is it cheating to wear a velvet blazer to an ugly sweater party? https://t.co/MXWTnFhK4c #jcrewholiday https://t.co/sE5UKP9Fc0",2015-12-03
"New arrivals that make for a lean, mean, ready-for-a-snowball-fight machine https://t.co/aePyVMTGO8 #newarrivals https://t.co/o3ZYxqsPyL",2015-12-01
"You’ve got holiday parties. We’ve got holiday outfits https://t.co/7JHyuJilh9 #jcrewholiday https://t.co/gMlVIpqJKV",2015-11-30
"True story: your holiday shopping isn’t going to get done itself https://t.co/UZrCn8jVhy",2015-11-30
"What’s better than planning a vacation? Planning a free vacation https://t.co/kf4Q4KC3T9 (cc: @jetblue) https://t.co/dCiSCe06xA",2015-11-29
"Leftovers &amp; reruns #holidaypairs",2015-11-29
"The best gifts on the planet. Maybe outer space, too. https://t.co/qDsWY0blUT   #jcrewholiday https://t.co/nqaFpEsucL",2015-11-29
"Snug-as-a-bug-in-a-rug starts here. https://t.co/6R3R7lSLCS #crewcuts https://t.co/sxl8Hp9Xhu",2015-11-28
"Our @newbalance 998 Royalty sneaks are made in the USA with a colorway you'll only find here https://t.co/olMGYLvF30 https://t.co/R4MIVYv55F",2015-11-28
"Sooo….what’d you get today?",2015-11-28
"26 #newarrivals that say “do your worst, winter” https://t.co/xBEIHsjZv5 https://t.co/X2TrPo19U3",2015-11-27
"Happy Thanksgiving! If you need us, we'll be over in the pie area",2015-11-26
"Share a slice of delicious dutch apple pie with our men's designer, Frank https://t.co/MHUdfX3SEW https://t.co/37NHGZv6u0",2015-11-26
"Cold got you down? These #newarrivals will pick you right back up https://t.co/cykPvHZOcl https://t.co/9eOhPSLhEs",2015-11-25
"Passing through JFK today? We're giving out free stuff in @Jetblue Terminal 5. And we brought snacks #jcrewxjetblue",2015-11-25
"The experts at @FellowBarber share tips for getting a better cut: https://t.co/3D0qAlJxLJ https://t.co/jj34l3R6Bc",2015-11-24
"Flying out of JFK tomorrow? Look for us in @Jetblue Terminal 5 and win free cashmere, flight vouchers, and more good stuff #jcrewxjetblue",2015-11-24
"179 new arrivals?! My word. https://t.co/PV3UhbfSeN #newarrivals https://t.co/ZtWWo4a8Xb",2015-11-24
"Our idea of sound investments: Italian cashmere, Scottish tweeds, and Japanese denim #jcrewalways",2015-11-24
"Lots of things he'll like a lot more than a fruit cake https://t.co/n1iNpsAKSu #jcrewholiday https://t.co/jWdFbbjuTM",2015-11-23
"Dress-up outfits that are kid tested, Grandma approved https://t.co/rnMI9V0RnH https://t.co/8t23IrvygO",2015-11-23
"Which @fallontonight staffer always wanted to be in a J.Crew catalog? Get the story: https://t.co/YRbyw9rxFZ https://t.co/aJ4OuyuoH8",2015-11-22
"It’s sunny somewhere… And we can send you there https://t.co/kf4Q4KC3T9 (cc: @jetblue) #jcrewxjetblue https://t.co/U6s9ey9rCo",2015-11-22
"'Tis the season to look your sharpest https://t.co/pDFxziWvZ5 https://t.co/tkJgRAEYEF",2015-11-21
"You have the “who.” We have the “what.” Shop The Great Gift List: https://t.co/JtvnTpwAi0 #jcrewholiday https://t.co/ZMeCnfXK8z",2015-11-21
"The @ASICSTigerUSA Alliance: unless you book a ticket for Tokyo, you'll only find them here https://t.co/MkZO1a650l https://t.co/YdOuZv6wu0",2015-11-20
"For all your gloved ones: cozy, cold weather accessories https://t.co/qtSNCGRF9E https://t.co/xfHbcjmiM1",2015-11-20
"Live on @FallonTonight, @JimmyFallon introduces the Pocket Dial™! 100% of the net proceeds will be donated to @DSWT https://t.co/Xy9xRTlN1i",2015-11-19
"The turtleneck hair-tuck—our cold-weather solution to a bad hair day https://t.co/bpgqUWPjIh",2015-11-19
"Designed by @jimmyfallon, with a little help from us: our newest arrival is the Pocket Dial™ https://t.co/dZNxgPITNy https://t.co/9oUlu73OLU",2015-11-19
".@JimmyFallon &amp; J.Crew introduce the Pocket Dial™, an iPhone® case and pocket square in one https://t.co/Q4fR573vuZ https://t.co/nAsQ8MTNaz",2015-11-19
"What do Yoda &amp; Miss Piggy have in common? See our favorite @StarWars facts (and shop now) https://t.co/AuS6ytt5aq https://t.co/PCUhrsy0W1",2015-11-18
"We see you, winter. We see you https://t.co/bYTT8gnXOF https://t.co/89SesnJpa1",2015-11-18
"If you’re not in the holiday spirit yet, you will be after, oh, look 3 https://t.co/TyIj2v9C9X https://t.co/yeNtp5UjEJ",2015-11-18
"We're forecasting a 100% chance of compliments with these jackets https://t.co/IDXcMg8UTm https://t.co/URk2Xi4RSt",2015-11-17
"Open 24/7: pancake houses, psychic hotlines, and now @jcrew_help.",2015-11-17
"Rolling green hills, roaming herds of sheep…go behind-the-scenes of our shoot in Ireland https://t.co/R937JjG8KC https://t.co/KVAVSpnXYv",2015-11-16
"We believe in forever fashion over fast fashion #jcrewalways",2015-11-16
"#newarrivals are here! Consider school (and snow) days covered https://t.co/RQ6i2Ro8EL https://t.co/K0EFGfmhUY",2015-11-16
"We've got that warm, fuzzy feeling. Must be sweater weather https://t.co/vjk2i4s6wd https://t.co/dpCb6PYkSw",2015-11-13
"Super duper toasty #newarrivals, because that snowman’s not building itself https://t.co/OI5BftJWUa https://t.co/iIaGfyYSTa",2015-11-12
"Camp socks &amp; new boots #fallpairs",2015-11-12
"Bundling up is so much better with #newarrivals: https://t.co/94XkOJDDdj https://t.co/JldnEMFvah",2015-11-11
"It isn’t fall until you’ve gone apple picking. And found a good pair of boots https://t.co/0YgboHfDCi",2015-11-11
"New stuff? Why, yes. https://t.co/GePdoU7zs4 https://t.co/yLrzaAQrsO",2015-11-10
"Our Nordic Parka has hand warmer pockets. So no, we're not worried about winter. https://t.co/LYz6QAmYNz https://t.co/0hx1ymWF9B",2015-11-09
"Colorful coats &amp; chilly commutes #fallpairs",2015-11-09
"Outerwear this awesome will have you looking forward to those unfriendly forecasts. https://t.co/uf022A5uof https://t.co/T3Rqr8yW4q",2015-11-08
"The place cards and napkin holders can wait. The dress? Not so much.  https://t.co/WkU6bjTZYK #jcrewwedding https://t.co/CBK5v5Weby",2015-11-08
"Go big or go home. https://t.co/CiYRgZExAM (like re: earrings pictured) #jcrewjewels https://t.co/E9Y7lZBcbd",2015-11-07
"Ready. Set. Bundle! https://t.co/J3392iAJIK #crewcuts https://t.co/zm3TZLYJL2",2015-11-06
"Our MacAlister boots = the preferred leaf crunchers of kids everywhere https://t.co/Nk5boGV68L",2015-11-05
"Coats that prove bad weather can be the best style inspiration https://t.co/vXUeDzh59O https://t.co/jkkTHOorOg",2015-11-05
"At any given time, 70% of a room is wearing denim. https://t.co/wGjyhjG2ta #jcrewdenim https://t.co/nYXaF5hw0A",2015-11-04
"Jenna's @lennyletter on how fashion transformed her life &amp; the skirt that started it all https://t.co/PJH9Gss5ZJ https://t.co/gdTrBVksOJ",2015-11-04
"Buffalo check &amp; everything #fallpairs",2015-11-03
"There's always room in the dresser for a new sweater. And if there isn't, try under the bed https://t.co/NgjWQctB2C https://t.co/b0D2YoRzG7",2015-11-03
"Your work clothes can still be your favorite clothes https://t.co/3Ac8GDM5Nb https://t.co/fYsHtW5h4E",2015-11-02
"Enter to win a trip, plus a $1,000 gift card to shop for your packing list: https://t.co/kf4Q4KC3T9 (cc: @jetblue) https://t.co/VhFiZBTfcR",2015-11-01
"When you eat more #Halloween candy than you give out… https://t.co/JL3n4XegX7",2015-10-31
"What #Halloween looks like at the @beautycounterhq offices: J.Crew blazers, stripes and leopard https://t.co/yaQ89e0aoV",2015-10-31
"We traveled the world to find the finest fabrics for the sharpest coat in your closet https://t.co/cYbKtPbg1T https://t.co/yDb6WUaFSY",2015-10-29
"Our new favorite word: ""toasty"" https://t.co/1fyHeqx9jx #crewcuts https://t.co/PQhKB0qJkK",2015-10-28
"Looks we &lt;3 &lt;3 &lt;3 &lt;3  https://t.co/INowFSJewF https://t.co/usfwDdLgA2",2015-10-27
"Like shopping at J.Crew? Then you’ll love working here! Visit your nearest store to apply: https://t.co/RiIWRZw3DT https://t.co/jJDlTVMcEM",2015-10-26
"Meet the warmest coat we've ever made: the Nordic Parka https://t.co/Tunoaxpuv8 https://t.co/nzj5VFb1Cd",2015-10-26
"Because honestly, when do you NOT need a new shirt? https://t.co/mtV8mSfjoJ https://t.co/8Qssx5lFBn",2015-10-26
"Gourds &amp; more gourds #fallpairs",2015-10-25
"Make some room on your coat hook https://t.co/ey4GK1ydUZ https://t.co/ZEyEG8tmEX",2015-10-25
"Suits so sharp they’ll stop traffic https://t.co/U47lmEKhDx https://t.co/jd7sMbrg9x",2015-10-24
"Great outfits start from the bottom up https://t.co/J5fH9ymmAr #shinyponies https://t.co/5Q5ibxogXG",2015-10-24
"Our men's designer, Frank, takes us along to some of his favorite spots for antiques https://t.co/68bhpOoKMp https://t.co/pVUTqtDybD",2015-10-23
"New arrivals are here. Please don't hold us accountable for cheek-pinching https://t.co/Z3pIRgCcEh #crewcuts https://t.co/w5NCq1h4og",2015-10-23
"You bet your apple cider donut it's fall",2015-10-23
"For a limited-time, we’re giving away @TheLaundressNY cashmere wash with cashmere purchases. Find your store: https://t.co/G6kyCOSftY",2015-10-22
"Even after you're sick of candy corn you'll want to wear these #newarrivals https://t.co/tvgdCVdSeQ https://t.co/n3lH4vRh6H",2015-10-21
"Our stylist Gayle on how to wear leopard print (without looking...tacky): https://t.co/Ei0hZhJ3rD https://t.co/9PGSkHsMvT",2015-10-21
"Quick, open a new tab. New arrivals are here: https://t.co/LOURkK9ytm https://t.co/JpFCMKJGt6",2015-10-20
"The New, Now Event: join us October 22nd, 6-8pm, for a special look at our newest arrivals https://t.co/KH1Zvixcbu https://t.co/6vIeZYU5hU",2015-10-20
"When the going gets tough, the tough slip on some heels #jcrewtruths #shinyponies",2015-10-19
"Work-ready outfits to make you look like a morning person http://t.co/Y4II2uAuiM http://t.co/0eYwWz4mMe",2015-10-19
"Pssst: sneak a peek at the new November Style Guide, now pinning on @Pinterest http://t.co/TC78rcyQnp http://t.co/vweRwFv5pa",2015-10-18
"Our #shinyponies contest ends today. Post now for the chance to win 12 months of shoes: http://t.co/jWX6D8uv8H http://t.co/FX27ubzJNw",2015-10-18
"Our Ryder pant is made from a special stretch fabric, so it's flattering from every angle http://t.co/Ve0NV1emLN http://t.co/v3gZkR5o1a",2015-10-17
"All good things must come to an end, including our #shinyponies @instagram contest. Post now: http://t.co/x6DHsc7Zq9 http://t.co/dbeD5p6hOg",2015-10-16
"Shorter days &amp; longer layers #fallpairs",2015-10-15
"Japanese fabric, hand-developed washes and spot-on fits = great jeans http://t.co/5C2xVDJlwF #jcrewdenim http://t.co/nS88RjJtKR",2015-10-15
"Because cold weather is way less gloomy when you have a colorful coat http://t.co/5XvM72w6Pv http://t.co/6KU5xBxzhe",2015-10-14
"Mom's favorite Chateau coat, now small and cute http://t.co/AEa3Mf1syY #crewcuts http://t.co/A80eI76eMe",2015-10-13
"Great layering starts with a fabulous cardigan. Preferably in a bright color http://t.co/OgBY8GaFkO http://t.co/hpeSvqDB0O",2015-10-12
"Everything you need to know before you bundle up in our new outerwear system http://t.co/BTuM1TncMW http://t.co/1E5um1evBj",2015-10-11
"What wardrobe dreams are made of… http://t.co/F07rzEcuXF #jcrewcollection http://t.co/kyYYbZSOPi",2015-10-11
"Want to know how to get the look from our S/S 2016 #jcrewnyfw presentation? http://t.co/wwp62IkPj3 http://t.co/DuiXnVnILq",2015-10-10
"If there's one thing we know, it's a great pair of chinos http://t.co/TtxU31UABC http://t.co/y9cDLFQ1Ml",2015-10-10
"Cooler weather is just an excuse for more clothes, right?",2015-10-10
"Shoes first, the outfit will follow http://t.co/anwlxexzWG #shinyponies #jcrewcontest http://t.co/qxYol2O8Oy",2015-10-09
"Jenna's picks lately: rainbow-bright desserts &amp; a few familiar faces... http://t.co/KASiPwaSah http://t.co/BxDp0XcGsV",2015-10-09
"Because there's no such thing as ""too cozy"" http://t.co/tL5QLvj58l #crewcuts http://t.co/EBeIuB5mLF",2015-10-08
"The preferred outerwear of superheroes—and now, you http://t.co/uBiLjjXqe7 http://t.co/wUiaji8Bsj",2015-10-08
"When it's time to get off the bike and into a suit, we've got you covered http://t.co/dbwlLHj1Cx  #crosbysuit http://t.co/AqkVXeuh6q",2015-10-07
"Allowances were invented for sparkly flats and tulle skirts, right? http://t.co/ybvi5LQYiD #crewcuts #newarrivals http://t.co/Abna8mllwT",2015-10-06
"Crunchy leaves &amp; cable knits #fallpairs",2015-10-06
"Bring it on, chilly 7am bus stop http://t.co/i968KgiiwX #crewcuts http://t.co/IehwqqEjLX",2015-10-06
"Hit the streets of Hong Kong with Pak Man Tang as he shares what to eat, drink and see http://t.co/zQXjHDgfOL http://t.co/DNKkFQL4wA",2015-10-05
"No coat hook is complete without a perfect trench coat http://t.co/6xfb4FaXqr #jcrewalways http://t.co/amnRak0DuM",2015-10-05
"How to be the best-dressed guest http://t.co/dMnhQmW03y #jcrewwedding http://t.co/NFUiN9LvMN",2015-10-04
"There's a reason our Regent Blazer is a best seller... http://t.co/h3idBOwmkV #jcrewalways http://t.co/IVtsI5455L",2015-10-03
"The way to a woman's heart is through her shoe closet http://t.co/21N1FvmJEE   #jcrewtruths #shinyponies http://t.co/4L6ySTIhg5",2015-10-02
"These #newarrivals will generate more buzz than the season's first pumpkin spice latte http://t.co/pjWjs4Jevw http://t.co/fZ2cTcXXCW",2015-10-02
"Clear some closet space—It's New Arrivals day http://t.co/qcyVAL7A4c http://t.co/hnoTussdD9",2015-09-30
"Because a big, sparkly statement earring is pretty much the most fun accessory ever http://t.co/E9oWVj7pZX http://t.co/Rlbt95DigL",2015-09-29
"New outfits that might make him actually look forward to cold weather http://t.co/iHsLNKS1CT #lookswelove #crewcuts http://t.co/511UvDF3y3",2015-09-28
"Listen up! Our #jcrewnyfw playlist is now on @spotify: http://t.co/9F40pDLBz8",2015-09-27
"Our favorite fall boots are pretty easy to spot http://t.co/ir4gz1smWN http://t.co/UTcSXvAHsB",2015-09-27
"Don’t sleep on our latest sneaks: J.Crew x @ASICSTigerUSA Gel-Lyte III, available now: http://t.co/MPEL1eZf8C http://t.co/6IF85vZoUs",2015-09-26
"There are looks we like, and then looks we love. These are the latter http://t.co/TkuUIghpQq #lookswelove http://t.co/AZfRMwjKQm",2015-09-25
"We've yet to meet anyone our Martie pant doesn't look good on http://t.co/VwwEnWVSX5 http://t.co/PJWpYFq2VO",2015-09-24
"Nothing better than catching Bill Cunningham's eye: http://t.co/9BN8Nn5gGK (cc: @NYTStyles)",2015-09-24
"#Shinyponies love from Finding Pris wearing our Colette d'Orsay pumps in california poppy http://t.co/tfCuEUuKgK http://t.co/8SVl3OwSTS",2015-09-23
"Hello, fall. And hello every sweater you've been dying to wear.",2015-09-23
"Sweaters, stripes, and sneaks. Cue the, ""please-please-please-please…"" http://t.co/ai18SEyNZz #crewcuts http://t.co/C8sXOhN7T4",2015-09-23
"Summer might be over but that's no excuse to stop wearing bright colors  #jcrewsummer",2015-09-23
"An unexpected pair, but we'll take it. Thanks for the #shinyponies love @ananewyork http://t.co/mT1xNOq436 http://t.co/dDibe9QB3p",2015-09-22
"Our 3-in-1 Weather System: designed with the unfriendliest forecasts in mind. See how it works http://t.co/m8LbxxjOsB http://t.co/g152U4pBpx",2015-09-22
"#jcrewdenim by @johnstoffer; our 484 jean in riverton wash http://t.co/DJAGbLrGLo #regram http://t.co/pDCPKVapkk",2015-09-21
"If ""Great Dressing 101"" were a college course, our Rhodes Blazer would be on the syllabus http://t.co/mE5gq6DOz7 http://t.co/iu4rph0zWZ",2015-09-21
"Meet Max the Monster. He's terrifyingly cute and he's everywhere!  http://t.co/wYHVuvCTeQ http://t.co/kLdywQjMat",2015-09-20
"Cashmere sweaters from Italy. Ciao, bella http://t.co/aAnl1UxvYl http://t.co/g252G9JRZl",2015-09-20
"#jcrewdenim by @stevenfingar. Show us how you wear your favorite pair http://t.co/6ygCubW1um #regram http://t.co/2AOH8ukWuI",2015-09-19
"Just in time for ""don't leave the house without a coat"" season, we've got #newarrivals: http://t.co/KvwBIx43gK http://t.co/oFENMqsfhZ",2015-09-19
"How to have the best year ever… (Hint: it involves lots of shoes) http://t.co/oo587NPfvt #shinyponies #jcrewcontest http://t.co/RzHp7uuNo3",2015-09-19
"Our latest sneaker collab won’t last long: J.Crew x @ASICSTigerUSA Gel-Lyte III, available now http://t.co/xmvtND0Rra http://t.co/4UqfKvyPyK",2015-09-18
