"expresstext","date"
"Hit up #LFW in a smart jacket and a little inspiration from the #modsquad. https://t.co/KOdZFtQuIx https://t.co/fQeI5GCubI",2016-02-22
"Tequila stories are the best stories. Happy #NationalMargaritaDay https://t.co/GBIE5y0wdw https://t.co/ezcx31tn2w",2016-02-22
"Follow EXPRESSRUNWAY on Instagram to see previews of our new spring collection! Ì†ºÌº¥‚òÄÔ∏è
https://t.co/4VzmqGGSFn https://t.co/RUO7m0w3S4",2016-02-22
"The only blues we want this winter. #ExpressJeans Ì†ΩÌ±ñ
https://t.co/jCeiiYSMm8 https://t.co/2yGMHQiIg7",2016-02-21
"Get motivated to get moving with #EXPCore! #FashionMeetsFitness Ì†ΩÌ≤™
https://t.co/05evgH11on https://t.co/soZa17K4tY",2016-02-21
"Get motivated to get moving with #EXPCore! #FashionMeetsFitness Ì†ΩÌ≤™
https://t.co/GYcf4jujy0 https://t.co/VOHg42Rlrl",2016-02-21
"We've got the gear...now we need a destination. ‚úàÌ†ºÌº¥‚òÄ https://t.co/qVm3VWCHtd",2016-02-16
"Building your work wardrobe? Start with the perfect-for-everything #Portofino shirt.
https://t.co/ud19pp6KOA https://t.co/UwCYvx0lQr",2016-02-16
"Waiting on Adele to grace the stage like Ì†ΩÌµîÌ†ΩÌµóÌ†ΩÌµ• #GRAMMYs",2016-02-16
"Taylor Swift &amp; Selena Gomez are definitely #squadgoals right now. #GRAMMYs Ì†ΩÌ∏ç",2016-02-16
"Watching the #GRAMMYs with the #squad... We've definitely had worse #Mondays.",2016-02-15
"Our Flex Stretch Denim = your new favorite pair of jeans. #ExpressJeans #ExpressMen https://t.co/WpIN2PXD1H https://t.co/XWjhcQhbhr",2016-02-15
"We're so ready to stop building snowmen and start building sand castles. Ì†ºÌº¥‚òÄÔ∏è #sb16 https://t.co/3T8XtniB4Q https://t.co/OCuBV7Dmts",2016-02-15
"Dates are fun...but binge watching movies doesn't require pants so...
https://t.co/WUvwOe76W5 https://t.co/zxMvolC4ZW",2016-02-14
"Totally obsessed with @GalMeetsGlam #ValentinesDay look. #ExpressPartner
https://t.co/kbubinVuGi https://t.co/jIKgAT0aKu",2016-02-14
"Dear Twitter-loves: Will you be our Valentine? #HappyValentinesDayÌ†ΩÌ∏òÌ†ΩÌ≤ù",2016-02-14
"Girl's night or date night...our little black dresses always work. #Galentines #GNO
https://t.co/VyDOfPmB4b https://t.co/U3wbsMjRpY",2016-02-14
"We have a strict ""No boys allowed"" policy for #GalentinesDay.
https://t.co/YG3R6lRtot https://t.co/fs2WNecV8u",2016-02-13
"Go beyond the basic bouquet. We're showing our fave gifts for #ValentinesDay on Snapchat. Friend EXPRESS to see! https://t.co/vAzoUw9svy",2016-02-13
"Tomorrow is for dates, tonight is for drinks. #GNO #GalentinesDayÌ†ΩÌ≤ÉÌ†ºÌΩ∏",2016-02-13
"Meeting the guys? Better wear a ""ready for anything"" kind of outfit. #ExpressMen
https://t.co/qF6bNy1mSL https://t.co/eofy2poN6r",2016-02-12
"Need a great #VDay date idea like, yesterday? Our blog‚Äôs got pro tips for every budget. ‚ù§Ô∏è https://t.co/lh8D9geUe8 https://t.co/C8UjNA4Vo2",2016-02-12
"Lighten up your suit game for spring with our new arrivals. #ExpressMen
https://t.co/obQxxo4SV3 https://t.co/iGeMlngb8K",2016-02-12
"The best way to start the weekend early = binge watching all the drama tonight. #TGIT Ì†ΩÌ≥∫Ì†ºÌΩïÌ†ºÌΩ∑",2016-02-11
"Get your shirt game all buttoned up. #ExpressMen
https://t.co/wXpRWDAFHy https://t.co/FdVaYVFoRe",2016-02-11
"Today we're giving @OliviaCulpo a sneak peek of our Spring collection. Ì†ΩÌ≤ê Follow EXPRESS on Snapchat now! #NYFW https://t.co/ftUd0bnQho",2016-02-11
"#ValentinesDay style tip: Red always works.
https://t.co/2zQvUsZzaR https://t.co/NZN1oWkmp7",2016-02-11
"Make sure your wardrobe stacks up. Find an Express Factory Outlet near you!
https://t.co/EuYii8JoqG https://t.co/SfzArvKZlz",2016-02-11
"Ok @hellofashblog we LOVE how you made our #LBD work for daytime. Ì†ΩÌ∏ç #ExpressPartner
https://t.co/lFZjXk0hGd https://t.co/nB1lvcgfw9",2016-02-10
"West coasters looking for the ultimate #VDay date inspiration, your search ends now. Ì†ΩÌ≤ëÌ†ºÌΩ∑Ì†ºÌΩ´Ì†ΩÌ±† https://t.co/K9xubDyQPA https://t.co/v2Q2BWFc8q",2016-02-10
"This little black dress is winning big on #Pinterest. #TopPinned
https://t.co/OtMFLTrnqy https://t.co/0M7LCTSnV1",2016-02-10
"Give em hell, girl. Ì†ΩÌ¥•Ì†ΩÌ¥•Ì†ΩÌ¥•
https://t.co/6Wna1ygtqr https://t.co/OQLSBNoaDJ",2016-02-10
"#BTS with @haileybaldwin at our #OneEleven shoot like ‚úå‚úå
https://t.co/IyJoNz2nLS https://t.co/J9hZyClK92",2016-02-09
"A little stretch goes a long way when you're taking on the city. #ExpressMen #ExpressJeans
https://t.co/x5cAkK7CxW https://t.co/rd1fvV1mHV",2016-02-09
"There‚Äôs no party like a pizza party. Ì†ºÌΩï #NationalPizzaDay",2016-02-09
"When your heels are Ì†ΩÌ≤Ø ... show 'em off with our ankle pants. https://t.co/KmLNrNPxrf https://t.co/Iz6kqi6r91",2016-02-09
"Sore today, strong... whenever the feeling returns to our legs. #EXPCore https://t.co/pH5M7WtVkH https://t.co/gyufYze3sL",2016-02-08
"We had a blast with all the stars at #ESPNTHEPARTY! Ì†ºÌΩæÌ†ºÌæâÌ†ºÌøà Our blog's got the full rundown. https://t.co/5UNGZehpt6 https://t.co/p1SgHlOWiw",2016-02-08
"#Beyonce, #BrunoMars &amp; #Coldplay at the #SB50 halftime sohw. What a time to be alive. Ì†ΩÌ∏çÌ†ºÌæ∂Ì†ºÌøà",2016-02-08
"Today is the last day for $25 off every $100 you spend! Your #SpringBreak list is waiting. Ì†ΩÌ±Ä https://t.co/tHQv2EuxIB https://t.co/kWfkYG58h7",2016-02-07
"Kick back before kickoff in our super-soft #OneEleven collection. Ì†ºÌøà
https://t.co/HkQkycNgVb https://t.co/Gvl8mqTpeG",2016-02-07
"We've got a pattern for every side of your personality. Which one are you going with?
https://t.co/91i25i7bAE https://t.co/cIiZPphAhd",2016-02-07
"Set yourself apart with Amaze Express, the seductive new scent for women.
https://t.co/kJ2STJRV2b https://t.co/R6xJJcH10O",2016-02-06
"We never regret stocking up on style staples at Express Factory Outlet. Find a store now!
https://t.co/qivId4e5LG https://t.co/j8y14HjUxD",2016-02-06
"LIVE on #Periscope: EXPRESS inside ESPN THE PARtY! Ì†ºÌæâÌ†ºÌæâ https://t.co/Z9O7hgRLxm",2016-02-06
"LIVE on #Periscope: EXPRESS at ESPN THE PARTY!! Ì†ºÌæâ‚ù§Ô∏èÌ†ºÌæâ https://t.co/7R7Edmo2Ii",2016-02-06
"LIVE on #Periscope: EXPRESS inside ESPN THE PARTY! Ì†ºÌΩæÌ†ºÌæâ https://t.co/MaiNqiPmYU",2016-02-06
"LIVE on #Periscope: EXPRESS inside at ESPN THE PARTY! Ì†ºÌΩæÌ†ºÌæâ https://t.co/I8WxbkngqJ",2016-02-06
"LIVE on #Periscope: EXPRESS at ESPN THE PARTY https://t.co/mR5a6rOUMh",2016-02-06
"LIVE on #Periscope https://t.co/B24ss0S2dr",2016-02-06
"LIVE on #Periscope: EXPRESS at ESPN THE PARTY! https://t.co/kJaFDov6Ez",2016-02-06
"LIVE on #Periscope: EXPRESS at ESPN THE PARTY! https://t.co/zX6mBf5FMO",2016-02-06
"LIVE on #Periscope: EXPRESS at ESPN THE PARTY! https://t.co/Nk6b7HiUf3",2016-02-06
"LIVE on #Periscope: EXPRESS at ESPN THE PARTY! https://t.co/q0eY2WaVYb",2016-02-06
"LIVE on #Periscope: EXPRESS at ESPN THE PARTY! https://t.co/6hdQ5bnMsn",2016-02-06
"LIVE on #Periscope: EXPRESS at ESPN THe PARTY! https://t.co/hLrY0fuXLE",2016-02-06
"LIVE on #Periscope: EXPRESS at ESPN THe PARTY! https://t.co/owpzUzfjZT",2016-02-06
"LIVE on #Periscope: Ì†ºÌæâ Express at ESPN THE PARTY Ì†ºÌæâ https://t.co/lxE6hHtLzv",2016-02-06
"LIVE on #Periscope: Live from the red carpet @ ESPN The Party! Ì†ºÌæâ https://t.co/iGxBx4oLgZ",2016-02-06
"LIVE on #Periscope: Live from the red carpet @ ESPN The Party! Ì†ºÌæâ https://t.co/Gqi1ostnxy",2016-02-06
"LIVE on #Periscope: EXPRESS at ESPN THE PARTY https://t.co/GvFB27ETGs",2016-02-06
"LIVE on #Periscope: Let's get this ESPN PARTY started!Ì†ºÌæâÌ†ΩÌπå https://t.co/zFjp89x4TM",2016-02-06
"Ready to go behind-the-scenes?! Follow Express on #Snapchat to get in on all the action with us at #ESPNTHEPARTY https://t.co/JYYRWsFO5L",2016-02-06
"#ESPNTHEPARTY is about to go down! Hurry up &amp; follow Express on #Periscope to go #BTS w/ us &amp; @ESPN! Ì†ºÌøà",2016-02-06
"LIVE on #Periscope https://t.co/KAQzRDrnJF",2016-02-05
"LIVE on #Periscope: Sightseeing before #ESPNTHEPARTY Ì†ΩÌπå https://t.co/OuW4jMNENO",2016-02-05
"Tonight we'll be coming to you live from #ESPNTHEPARTY! Follow @ExpressLife on #Periscope to go behind-the-scenes. https://t.co/jM2PnBm9gc",2016-02-05
"Get everything off your #SpringBreak checklist with $25 off every $100 you spend now-Sunday! https://t.co/vo4UO7FKFI https://t.co/ykXtWRN8nG",2016-02-05
"Tons of patterns, a new perfect fit. Our Slim Fit #Portofino is versatile + beautiful.
https://t.co/2YViNzyel8 https://t.co/1GvC0LoiRF",2016-02-05
"We're going live for #ESPNTHEPARTY! Follow @ExpressLife on #Periscope tomorrow night for an exclusive behind-the-scenes look!",2016-02-05
"We're in San Francisco today! ‚òÄ Follow EXPRESS on Snapchat to come with us &amp; stay tuned for our big night tomorrow. https://t.co/ZOlhHNqUFJ",2016-02-04
"Looking for the perfect #ValentinesDay gift? Look no further. Ì†ΩÌ≤ã
https://t.co/pimjLtVfbh https://t.co/ajKyWjhh7Q",2016-02-04
"On Wednesdays we wear... whatever we want because we're over it already.",2016-02-03
"Need an alternative to the #LBD? Our #Pinterest fans are loving our little black sweater.
https://t.co/Wo4Q6ViKO4 https://t.co/epziBajfea",2016-02-03
"You can't go wrong with red. Ì†ΩÌ≤É
https://t.co/VFIOG22G0O https://t.co/kBv1WDxLy3",2016-02-03
"Set yourself apart on #ValentinesDay with a strategic pop of plaid.
https://t.co/eWJhClt8A8 https://t.co/U0xeWQuVQA",2016-02-02
"Bring on early Spring! Ì†ΩÌπåÌ†ºÌøºÌ†ºÌº∑Ì†ΩÌµ∂#ThanksPhil #GroundhogDay",2016-02-02
"Bold stripe ankle pants = our definition of pick up lines.
https://t.co/viP10YRoEa https://t.co/s76qmG4i1i",2016-02-02
"How does a single groundhog command so much authority? #GroundhogDay",2016-02-02
"Get the gear to reach your #fitgoals like blogger @VivaLuxury #EXPCore https://t.co/2tsF0woKSZ https://t.co/Llb5bldUvw",2016-01-28
"Sky-high heels &gt; everything else. #TopPinned https://t.co/LEdVSBJOLv https://t.co/jLUFQ6w1zt",2016-01-27
"Classic style that's low maintenance. Shop @CreativeRec in our Featured Brands section. https://t.co/8NexS9PV3D https://t.co/T5zC44RRjb",2016-01-27
"The best music + the best style = the best concert venue... EXPRESS LIVE!  Ì†ΩÌπå @promowestlive https://t.co/tOdq07vpLh",2016-01-27
"Our new Flex Stretch denim means comfort that lasts as long as your day. #ExpressMen https://t.co/RtVFAGCtcb https://t.co/pZhzOYcUBH",2016-01-27
"Get that loving feeling this #ValentinesDay in our slim fit #Portofino shirt. https://t.co/pNxJDgW04B https://t.co/A9ynzKVKC3",2016-01-26
"When you love something... buy multiples. https://t.co/oC7Sv1HHGt https://t.co/bPcsxhFS6P",2016-01-26
"Monday must-have: A cozy hoodie for a low-key night. #ExpressMen https://t.co/7vMUYc9Ivt https://t.co/rqTqpTF6oD",2016-01-26
"Show off your pumps and your prints in our fave ankle pants. Ì†ΩÌ±† https://t.co/txS5QbPc9n https://t.co/uKMX0NiJBo",2016-01-25
"Our #MondayMotivation is at the bottom of our third cup of coffee. ‚òïÔ∏è‚òïÔ∏è‚òïÔ∏è",2016-01-25
"In a world of uncertainty...Denim is the only constant. #ExpressJeans #HaileyBaldwin.
https://t.co/1HfkbEVekw https://t.co/ssGwhL2jmW",2016-01-24
"Green with envy over @hellofashblog's delicious smoothie. #EXPCore
https://t.co/UqFMiYRxrs https://t.co/Dq01vEawEi",2016-01-24
"Bad news: Tomorrow's Monday. Good news: There's time to find an Express Factory Outlet!
https://t.co/yJYA6FPjQ0 https://t.co/KoPzHnnkLf",2016-01-24
"We've got $10 that says #Britney is going to be dominating the #jukebox tonight...#SorryNotSorry",2016-01-24
"All wrapped up in #OneEleven on a chilly Saturday. https://t.co/LPVyFE1Tk3 https://t.co/ZPWMu6OWhX",2016-01-23
"Your hoodie deserves a day off. Hit the city in a polished cardigan. #ExpressMen
https://t.co/rmjw8fOaNd https://t.co/swUMaH1gbv",2016-01-23
"Gear up for #FitnessFriday with #EXPCore + get going on those #fitgoals
https://t.co/Dxjy1HVMaX https://t.co/5g8jdth0YS",2016-01-22
"These date-night dresses will ensure a goodnight kiss. Ì†ΩÌ≤ã
https://t.co/qRBTU5oYl2 https://t.co/vvGwFUXPNz",2016-01-22
"The sun will eventually come out again. You'll want to be prepared. Ì†ΩÌ±ì‚òÄ
https://t.co/j31jzUIWAX https://t.co/EaFM49cbGU",2016-01-22
"Stretch your limits with #EXPCore like @Lindsey_calla 
https://t.co/vKCoYlbmZu https://t.co/UUd97yws64",2016-01-21
"When it comes to our Columnist Pant, you don't choose the perfect pattern, it chooses you. https://t.co/4dgTKFai4b https://t.co/RQz0LHNEaV",2016-01-21
"Nothing beats the feeling of your favorite pair of jeans. #ExpressMen #ExpressJeans
https://t.co/y4y62eKPus https://t.co/gbh5yMR0mY",2016-01-21
"Put the finishing touch on your look with Amaze Express. Be you. Be amazing.
https://t.co/rYUYsoSb3d https://t.co/UyFeIrZf5m",2016-01-20
"Introducing Amaze Express, our new fun &amp; flirty fragrance! Be you. Be Amazing.
https://t.co/C3VtOorKPR https://t.co/E4QdYLVFjF",2016-01-20
"Your favorite backpack is all grown up...and part of our Featured Brands. @EnterAcc https://t.co/nkMzLPePV0",2016-01-20
"Take it easy on a Tuesday in our softest Henleys. #ExpressMen
https://t.co/9MVC8IeBal https://t.co/WXKAfEY9lN",2016-01-19
"Fear no #coldfront in our fave quilted parka. #TopPinned
https://t.co/n0nE6nn6OD https://t.co/L9QWmd9Ikx",2016-01-19
"Our classic #Portofino in new a slim, curve-hugging cut. We're totally in love.
https://t.co/495BbhCPZa https://t.co/9cgTQfhKKs",2016-01-19
"It'll be hard, but it'll be worth it. Get going on those #fitgoals with #EXPCore. https://t.co/ysq82mDAog",2016-01-19
"Can it be spring yet? Please. Ì†ºÌº∏Ì†ºÌº∑Ì†ºÌºπÌ†ΩÌ≤ê",2016-01-18
"Can't decide between green or blue? You don't have to. #ExpressMen
https://t.co/OVcxouQ6e8 https://t.co/t8KkMr7JXj",2016-01-18
"Dont miss out! Today is the last day for $20 off every $80 you spend with promo code 1035. https://t.co/EJ3ehOkKKA https://t.co/Ltu0vFHIpb",2016-01-18
"Combat bad weather with great style. #ExpressMen ‚òî‚ö°‚ùÑ
https://t.co/GYiF8S5fBB https://t.co/Y0PdIl47GT",2016-01-18
"If only working out was as easy as buying workout clothes. #NoPainNoGains",2016-01-17
"There is no reason to get out of bed if you went to sleep in #OneEleven. Ì†ΩÌ≤§ #HaileyBaldwin
https://t.co/8cdplwqIMl https://t.co/jEGC2Jb2UL",2016-01-17
"Monday is less of a bummer with a new look. Find an #ExpressFactoryOutlet near you. https://t.co/EDYXnDKBp7 https://t.co/TmJxFN6iLe",2016-01-17
"That moment when you realize ""fashionably late"" was 20 minutes ago and you're still in your sweatpants.",2016-01-16
"Denim all day...and night...or always. Ì†ΩÌ±ñ #HaileyBaldwin 
https://t.co/PJv7vc6dkf https://t.co/ho5tJf030D",2016-01-16
"The perfect tees for going out and sleeping in. #OneEleven #HaileyBaldwin Ì†ΩÌ±å
https://t.co/8oKAIWU6Ns https://t.co/a97oWiXUVM",2016-01-16
"The ""Let me buy you a drink"" dress. Ì†ºÌΩ∏Ì†ΩÌ±ó
https://t.co/YJ4ZF0iu7F https://t.co/xoAogppwNs",2016-01-15
"New year = new workout gear. Friend Express on #Snapchat to see our favorite #EXPCore mix &amp; match combos! Ì†ΩÌ≤™ https://t.co/sY6xtbmhD9",2016-01-15
"Friday we need you...Now more than ever. #HaileyBaldwin
https://t.co/TA91eLiCDB https://t.co/urJduCMLOj",2016-01-15
"Last chance to enter to win a spring break vacay from #EXPCore! Enter: https://t.co/ZUNjcZHVBZ #EXPSweeps Rules: https://t.co/EISbtWmuHd",2016-01-15
"Our #1MX shirt = the (business) man's best friend.
https://t.co/kIG4S7XNYE https://t.co/dyLDoRIkqF",2016-01-15
"Date night do: A crop that won't stop. Ì†ΩÌ≤Å
https://t.co/8kjZOKOjT5 https://t.co/bvwyWJMDxA",2016-01-14
"Revamp your wardrobe now with $20 off every $80 that you spend! Ì†ΩÌ±âhttps://t.co/DtOHYOF5S5 https://t.co/wrY8op8WbK",2016-01-14
"Prints that work for your professional life. #ExpressMen
https://t.co/eJMitpBo8B https://t.co/KDGRj4l0Ff",2016-01-14
"Win a spring break vacay from #EXPCore! Enter here: https://t.co/hWd411yfEC Rules: https://t.co/fspBXUKDEu https://t.co/fCWOB9n8xL",2016-01-13
"Zipper in the front, party in the back. Our #TopPinned sweater has it all. Ì†ΩÌ≤Å
https://t.co/KPvhcsPlWg https://t.co/pEZU5wFPRm",2016-01-13
"No time like the present to check out our carefully curated Featured Brands. #Timex ‚åö
https://t.co/lqOEHueuC2 https://t.co/ET1jzrSv1w",2016-01-13
"Bad news: Winter's cold. Good news: Winter accessories are cute. ‚ùÑÌ†ΩÌ≤Å
https://t.co/bXaCDF9LZh https://t.co/6Rgk1BfhgP",2016-01-12
"Feeling the fade...Ì†ΩÌ±ñ #ExpressMen
https://t.co/d0p20I2hbu https://t.co/tCMdRpRXLa",2016-01-12
"Cuddle up in a cozy sweater. We promise it will make your Tuesday tolerable.
https://t.co/u3ZOFCfxK5 https://t.co/r4r5eQOIHP",2016-01-12
"Win a spring vacay from #EXPCore! Enter here: https://t.co/Rhsg5omLvL #EXPSweeps Rules: https://t.co/LXKCXdFq8F https://t.co/EDPyj1YULz",2016-01-12
"Our #Portofino shirt always works...even on #Mondays.
https://t.co/VhS1Ib5wBv https://t.co/3qlCH27hyN",2016-01-11
"As long as there is #winter, there will always be cozy sweaters. #SilverLining #ExpressMen
https://t.co/8YFMxPseNk https://t.co/lgPwzb2XnC",2016-01-11
"Since you can't fast forward these commercials... Read and discuss! #GoldenGlobes #RedCarpet Ì†ΩÌ±óÌ†ΩÌ±† https://t.co/iPgUuaL3RW",2016-01-11
"Jennifer Lawrence + @amyschumer = Ì†ΩÌ∏ç #GoldenGlobes",2016-01-11
"So excited for the #GoldenGlobes ! Who do you think ruled the #RedCarpet ?",2016-01-11
"Get bombshell-glam for next week's date night... Find an Express Factory Outlet near you! Ì†ΩÌ≤£Ì†ΩÌ≤• https://t.co/OcJVSEu16q https://t.co/zVGvygMCF1",2016-01-11
"Keep it chill in our super soft #OneEleven collection. #HaileyBaldwin
https://t.co/KUrRcZJ6vb https://t.co/FwiV6QbsED",2016-01-10
"Win a spring break vacay with #EXPCore! Enter here: https://t.co/qhx7YHwQsJ #EXPSweeps Rules:https://t.co/tzC6DAejnX https://t.co/L6q3WQ7kmk",2016-01-10
"Last day alert‚ÄºÔ∏è Save $25 off every $100 you spend withpromo code 1005. https://t.co/Q38jxEoInB https://t.co/rvUEG9bZll",2016-01-10
"Fighting the urge to eat all the #CheeseFries because 2016 is supposed to be different. Ì†ºÌΩüÌ†ΩÌ∏ì",2016-01-09
"Casual ‚úî Cool ‚úî #HaileyBaldwin-approved ‚úî This look meets all the criteria.
https://t.co/Ai5anYwFvQ https://t.co/Bv0zsyHgwp",2016-01-09
"Win a spring break vacay with #EXPCore! Enter here: https://t.co/oOJN0jTf0z #EXPSweeps Rules:https://t.co/lT1kSiOUWk https://t.co/D4FGrxbWpH",2016-01-09
"A contrast collar + confidence is all you need for your night out. #ExpressMen https://t.co/JjqbjSOb0h",2016-01-08
"Chilly weather got you down? Bundle up in our warmest outerwear. ‚ùÑ‚õÑ
https://t.co/BfwqnzUVCo https://t.co/Obnz0dLTFs",2016-01-08
"#AnastasiaAshley is taking over our #Snapchat today! Friend Express to join the fun! #EXPCore https://t.co/soPEi5nHSy",2016-01-08
