"jcrewtext","date","ny_snow","ny_mean_temp","ny_max_temp","ny_min_temp","la_snow","la_mean_temp","la_max_temp","la_min_temp","chi_snow","chi_mean_temp","chi_max_temp","chi_min_temp","hou_snow","hou_mean_temp","hou_max_temp","hou_min_temp","unemployment"
"What’s inspiring Jenna right now–@Carrie_Rachel, @BlueStarDonuts, emojis and more… https://t.co/fTzxhTEm4X https://t.co/bPJ2wc37CI",2016-02-04,0,52,59,44,0,58,70,46,1,27,32,21,0,49,59,38,4.9
"How does our stylist Gayle feel about tonal dressing and pink suits? Right this way… https://t.co/Qe5zTip5Pz https://t.co/4s0bEV99pT",2016-02-03,0,51,59,42,0,54,65,43,1,34,39,29,0,53,61,44,4.9
"Stop by your crewcuts store this Saturday at 3:30pm for our special kids’ storytime event, Cover to Cover https://t.co/pErIpoZgK5",2016-02-03,0,51,59,42,0,54,65,43,1,34,39,29,0,53,61,44,4.9
"These #newarrivals never use their inside voice https://t.co/Zd1JzPWAM6 https://t.co/a0SZQRfzyo",2016-02-02,0,44,50,38,0,52,62,41,0,38,40,36,0,62,74,49,4.9
"Introducing sunglasses by J.Crew—classic styles for now &amp; 5 years from now  https://t.co/Alu7saTVir #jcrewsunglasses https://t.co/nJM6fmoHgj",2016-02-01,0,52,59,44,0,51,58,43,0,39,47,31,0,71,77,64,4.9
"One perk of year-round fabrics: You’ll never have to put your Italian wool suit into storage https://t.co/dwRDgLPe2m https://t.co/c1ZEBECNfY",2016-01-31,0,46,56,36,0,55,59,50,0,42,49,34,0,71,79,62,4.9
"Our Greatest Trip Ever contest ends soon… Enter to win a free trip (&amp; gift cards) now! https://t.co/kf4Q4KC3T9 https://t.co/0eJe9jMZiC",2016-01-31,0,46,56,36,0,55,59,50,0,42,49,34,0,71,79,62,4.9
"Our favorite thing about the Teddie pant? The kick at the hem. The pockets. No wait, the fit https://t.co/Ou2YnSKPjv https://t.co/w0mPv8FQjk",2016-01-30,0,34,39,28,0,61,66,55,0,43,49,36,0,62,75,48,4.9
"Who else has already abandoned their New Year's resolutions?",2016-01-29,0,36,41,30,0,61,72,50,0,31,37,24,0,57,74,39,4.9
"You’ll have to keep waiting for warmer temps. In the meantime, we have something even better https://t.co/PHUDGsXreu https://t.co/VK5kA7Ig2r",2016-01-29,0,36,41,30,0,61,72,50,0,31,37,24,0,57,74,39,4.9
"#newarrivals: eliciting “but Mom I neeeed them!” since 2006 https://t.co/ujjzjTU7R9 https://t.co/qhDNuS2WFZ",2016-01-28,0,37,42,32,0,62,74,50,1,36,41,31,0,49,65,32,4.9
"213 #newarrivals? Ooh la la https://t.co/Mv23WaoEgy https://t.co/0j6PwenPGp",2016-01-27,0,41,47,34,0,63,73,52,1,31,35,26,0,50,58,42,4.9
"Meet Sam, Betty, Ryan, Irving, Jack &amp; Jill https://t.co/Uuj7aNx1mu #jcrewsunglasses https://t.co/q0pFn31QEl",2016-01-26,0,43,48,38,0,60,73,47,1,33,38,27,0,56,63,49,4.9
"Fact: polka-dots cure bad moods #jcrewalways",2016-01-25,0,34,39,28,0,61,71,50,0,36,43,29,0,64,74,53,4.9
"Want to win a free trip? Of course you do https://t.co/kf4Q4KC3T9 (cc: @jetblue) #jcrewxjetblue https://t.co/TMLgUOwSEv",2016-01-24,1,28,35,20,0,57,66,47,0,31,37,24,0,50,67,33,4.9
"We won’t tell anyone you didn’t break your jeans in yourself (we do it by hand in Kentucky) https://t.co/3q2Xzj7UoJ https://t.co/Be6GgK4T8w",2016-01-23,1,26,27,24,0,59,64,54,1,30,35,24,0,44,55,33,4.9
"See the sights at this @cntraveler's creative director's very cool country home: https://t.co/XgKPNMZqbD https://t.co/4aARv7KVu1",2016-01-22,1,26,30,21,0,61,71,50,1,27,32,21,0,46,53,38,4.9
"Brrrrrrr. That is all.",2016-01-22,1,26,30,21,0,61,71,50,1,27,32,21,0,46,53,38,4.9
"The Directory of Awesome = the styles they always want to wear https://t.co/ra8ZlTgOM8 #jcrewalways https://t.co/Ht49sBIfPf",2016-01-21,0,31,36,26,0,64,77,50,0,24,32,16,0,59,74,44,4.9
"A tailored jacket, Japanese denim, and the bag to bring everywhere https://t.co/MpclT5iYRs #jcrewalways https://t.co/gkl26PdXjY",2016-01-20,0,32,37,27,0,62,69,54,1,19,25,13,0,56,65,46,4.9
"Fact: We designed our Nordic parka specifically for days like this https://t.co/lXddYc4ULJ",2016-01-20,0,32,37,27,0,62,69,54,1,19,25,13,0,56,65,46,4.9
"What to wear to work in the winter? We have ideas https://t.co/LAed94GGg0 https://t.co/OdeIdPYIdt",2016-01-19,0,22,28,16,0,59,64,54,0,10,18,2,0,54,68,39,4.9
"A red lip changes everything. #jcrewalways",2016-01-19,0,22,28,16,0,59,64,54,0,10,18,2,0,54,68,39,4.9
"Tweed from England, cotton twill from Japan: We go wherever the best suiting fabrics are https://t.co/6KLnobBroD https://t.co/6J5PcLqTbb",2016-01-18,1,25,31,18,0,59,63,55,0,4,10,-2,0,49,61,36,4.9
"This is what timeless looks like… https://t.co/pBRxJLXolw #jcrewalways https://t.co/mLWAjNxdX0",2016-01-16,0,48,53,42,0,61,67,54,0,23,32,14,0,51,60,42,4.9
"Ok, winter, we get it. You're cold.",2016-01-16,0,48,53,42,0,61,67,54,0,23,32,14,0,51,60,42,4.9
"Our Directory of Awesome is pretty supercalifragilisticexpialidocious https://t.co/p2uW7hc7qI https://t.co/BNl7AuFYef",2016-01-15,0,43,51,34,0,58,65,50,1,38,43,32,0,59,72,45,4.9
"We like options. Our stylist Gayle shows us how to wear 6 new pieces—two ways https://t.co/bzoTROmokR https://t.co/Eqm2MRK7AG",2016-01-13,0,28,31,24,0,55,66,43,1,16,29,2,0,50,64,36,4.9
"How to eat veggies in the dead of winter? This toasted farro salad from @havenskitchen: https://t.co/0WWbkoInRj https://t.co/B9Db9Jrfus",2016-01-12,0,35,44,25,0,58,70,46,1,14,22,5,0,49,62,35,4.9
"Monogramming is the most stylish way to say, “This is mine, and I’m keeping it forever.” #jcrewalways",2016-01-12,0,35,44,25,0,58,70,46,1,14,22,5,0,49,62,35,4.9
"The first #newarrivals of 2016 are here (cue the confetti!). https://t.co/SddCPZHFHO #crewcuts https://t.co/TSWDFTlfXH",2016-01-11,0,33,40,26,0,56,64,47,1,14,26,2,0,44,56,32,4.9
"[sound of shrieking!!!!] New brides-to-be, right this way https://t.co/z5zGz4cMGA #jcrewwedding https://t.co/YBqOUcBJjx",2016-01-10,0,50,59,40,0,57,62,51,1,16,27,4,0,45,52,37,4.9
"We can’t control the weather…or can we? https://t.co/kf4Q4KC3T9 (cc: @jetblue) #jcrewxjetblue https://t.co/Kkv7LOuHSj",2016-01-10,0,50,59,40,0,57,62,51,1,16,27,4,0,45,52,37,4.9
"The best winter sweater? One you can wear for the rest of the year, too https://t.co/kbDHSHez5M #jcrewalways https://t.co/YjDKQIpb1t",2016-01-09,0,44,47,40,0,53,60,46,1,36,44,27,0,52,62,42,4.9
"Our newlywed stylist shares her favorite wedding ideas (like not-lame bridesmaid gifts) https://t.co/QvSAs96g4H https://t.co/TUXsedjVai",2016-01-09,0,44,47,40,0,53,60,46,1,36,44,27,0,52,62,42,4.9
"First thing’s first for 2016: #newarrivals! https://t.co/WpSMn29xbj https://t.co/UVtZ2NqcCy",2016-01-08,0,39,46,31,0,53,62,44,0,39,42,36,0,59,68,50,4.9
"When in doubt, stripes. #jcrewalways",2016-01-08,0,39,46,31,0,53,62,44,0,39,42,36,0,59,68,50,4.9
"Cashmere, from Italy. That is all. https://t.co/wmRFynNjSH #jcrewalways https://t.co/W6M5FFwJnU",2016-01-07,0,39,46,31,0,52,59,45,0,40,43,36,0,60,69,51,4.9
"These #newarrivals are so 2016 https://t.co/VPNFKU7ZoX https://t.co/jUuX2ec6r0",2016-01-06,0,33,41,25,0,52,58,46,0,32,39,25,0,49,58,40,4.9
"Bad news: it's cold. Good news: Our Nordic parka is so warm you could go naked underneath. In theory, of course https://t.co/wP8VJ8VBep",2016-01-05,0,20,29,11,0,54,59,49,0,28,34,21,0,45,55,34,4.9
"Oh right, this is what winter feels like",2016-01-04,0,25,36,14,0,62,69,55,1,29,32,25,0,50,62,38,4.9
"The gift of staying warm while looking cool https://t.co/ac0bZWcFr5 #crewcuts https://t.co/5y7kQ8eJYf",2016-01-04,0,25,36,14,0,62,69,55,1,29,32,25,0,50,62,38,4.9
"When there's a chance of flurries, don't take chances with your footwear https://t.co/VBncVSKuwN https://t.co/A4OUqm6BG1",2016-01-03,0,40,45,35,0,53,62,44,1,28,31,24,0,53,62,43,4.9
"Commencing winter hibernation…now. #jcrewholiday",2016-01-01,0,38,42,34,0,54,64,43,1,26,31,20,0,48,51,45,4.9
"We’ve got a good feeling about 2016 https://t.co/bLBNF70Bwj https://t.co/mEfiQUKFB4",2016-01-01,0,38,42,34,0,54,64,43,1,26,31,20,0,48,51,45,4.9
"Confetti &amp; clutches #holidaypairs",2016-01-01,0,38,42,34,0,54,64,43,1,26,31,20,0,48,51,45,4.9
"Sequins are a 365 days a year thing for us—but today we wear extra",2015-12-31,0,45,48,42,0,53,65,41,1,27,29,24,0,51,55,47,5
"Start with the jewelry. It's kind of like having dessert first https://t.co/5XCOEWFuft https://t.co/HefA1qOmRJ",2015-12-30,0,43,48,38,0,52,62,41,1,30,31,28,0,53,57,48,5
"Sugar cookies &amp; sequins #holidaypairs",2015-12-29,0,40,46,34,0,51,61,41,1,36,41,31,0,47,52,41,5
"Tartan + a red lip = party outfit dream team https://t.co/M7pNVu0oFM #jcrewholiday https://t.co/dmHnOEQymQ",2015-12-28,0,40,46,34,0,48,58,37,1,37,42,32,0,46,51,40,5
"Candy canes &amp; striped shirts #holidaypairs",2015-12-27,0,54,61,46,0,49,61,36,0,40,43,36,0,62,78,46,5
"Win a free trip, this way. Time to get your bikinis and swim trunks out of storage https://t.co/kf4Q4KC3T9 https://t.co/P6GYkBYGjK",2015-12-27,0,54,61,46,0,49,61,36,0,40,43,36,0,62,78,46,5
"How many holiday cookies is too many holiday cookies? Asking for a friend #jcrewholiday",2015-12-26,0,53,59,47,0,52,62,42,0,43,45,41,0,77,80,73,5
"Inspired by the great outdoors: the Woodsman sweater https://t.co/dtDJrQ6rte https://t.co/Rq2ZcI87QY",2015-12-26,0,53,59,47,0,52,62,42,0,43,45,41,0,77,80,73,5
"You know what? It’s ok if your presents look like they were wrapped by a monkey wearing mittens. #jcrewholiday",2015-12-25,0,62,66,57,0,52,59,44,0,41,46,36,0,78,83,73,5
"Let’s play a game. Fresh parsley, hazelnut, cinnamon, lemon zest: J.Crew colors or holiday dinner ingredients? #jcrewholiday",2015-12-24,0,68,72,63,0,55,62,47,0,40,44,36,0,68,79,56,5
"The gift of warm and fuzzy is always on the nice list https://t.co/1GzFLOiXFb #jcrewholiday https://t.co/wsEHUsZGie",2015-12-23,0,58,64,52,0,60,67,52,0,52,61,42,0,70,81,58,5
"Get him something that speaks to his “rugged yet soft” side https://t.co/d4fJErbvwu https://t.co/T22u8VDUmL",2015-12-22,0,58,62,53,0,58,62,54,0,41,44,37,0,64,72,55,5
"There’s still time to shop in stores! Phew. Find yours here: https://t.co/c8Qwd06VHE",2015-12-22,0,58,62,53,0,58,62,54,0,41,44,37,0,64,72,55,5
"Cozy extras: We recommend buying multiples…because you know you’re going to lose something https://t.co/OYMZH5kMbl https://t.co/RKwFRFJXVS",2015-12-21,0,48,56,39,0,53,62,44,0,49,54,43,0,68,74,61,5
"Add a free monogram appliqué to any tee purchase at our 5th Ave. and Rock Center stores in December https://t.co/lsLmBu226u #jcrewholiday",2015-12-19,0,38,40,35,0,55,65,45,0,25,32,17,0,51,63,38,5
"Go ahead and ignore the forecast—our coats are ready for anything https://t.co/a1TR3U5xLm https://t.co/ghXYhopPY2",2015-12-19,0,38,40,35,0,55,65,45,0,25,32,17,0,51,63,38,5
"Your outfit should be memorable even if the party isn't #jcrewholiday",2015-12-18,0,48,57,38,0,60,72,47,1,30,33,26,0,51,61,40,5
"Step 1: find J.Crew store. Step 2: find gifts. Step 3: do victory dance https://t.co/usXqJwTJl3 #jcrewholiday",2015-12-17,0,55,59,50,0,54,66,42,0,33,36,30,0,53,63,42,5
"And since you still have to go to work in December… https://t.co/VMa5ooKomx https://t.co/FaFxBkaEPM",2015-12-17,0,55,59,50,0,54,66,42,0,33,36,30,0,53,63,42,5
"Stylist and blogger @theurbanesavant shares his tips for dressing up during the holidays https://t.co/ZtaWObHFxN https://t.co/7ARR7zUuV3",2015-12-16,0,50,53,46,0,51,61,40,0,45,55,35,0,60,70,50,5
"Topcoats &amp; topknots #holidaypairs",2015-12-16,0,50,53,46,0,51,61,40,0,45,55,35,0,60,70,50,5
"Cute and cozy accessories that make spot on gifts https://t.co/9b0uXtOhjo #crewcuts https://t.co/I3WVTwzTEZ",2015-12-16,0,50,53,46,0,51,61,40,0,45,55,35,0,60,70,50,5
"Cookie baking, pjs all day…how @doobop_beauty cofounder Jodie &amp; family do the holidays https://t.co/cmA4xYOchQ https://t.co/WSyCzAlin7",2015-12-15,0,61,68,53,0,52,61,42,0,43,44,41,0,63,77,48,5
"Because a visual gift list is much easier to shop from: https://t.co/iLdeEVkdHd (cc: @Pinterest) #jcrewholiday https://t.co/oTqGACfI2M",2015-12-15,0,61,68,53,0,52,61,42,0,43,44,41,0,63,77,48,5
"55 new arrivals means 55 new ways to be the best gift giver https://t.co/7OHK93y7a3 #jcrewholiday https://t.co/fK03TUykOm",2015-12-15,0,61,68,53,0,52,61,42,0,43,44,41,0,63,77,48,5
"The Great Gift List is here. Now all you have to do is find a really good hiding place https://t.co/A26qinw6Z3 https://t.co/gJE9O2SuYc",2015-12-14,0,60,67,53,0,53,59,47,0,53,62,43,0,61,72,49,5
"The best place for holiday drama is your jewelry box #jcrewholiday",2015-12-14,0,60,67,53,0,53,59,47,0,53,62,43,0,61,72,49,5
"Because you’re not a mindreader: The J.Crew Gift Card https://t.co/0YJWmnKEyd #jcrewholiday",2015-12-13,0,61,67,55,0,57,66,47,0,59,64,54,0,62,74,49,5
"It’s officially time-to-plan-a-vacation weather. Win a free trip and your packing list here: https://t.co/kf4Q4KC3T9 https://t.co/xISCEGYgMM",2015-12-13,0,61,67,55,0,57,66,47,0,59,64,54,0,62,74,49,5
"Our @starwars collection is “beep, beep, beep, beep” (Droid translation: out of this world) https://t.co/GzaqtH230O https://t.co/cOIfr3zMKV",2015-12-13,0,61,67,55,0,57,66,47,0,59,64,54,0,62,74,49,5
"Because no one does a lazy Saturday morning quite like we do https://t.co/DnJSyl2Vd9 #jcrewholiday https://t.co/5T6UHaqAJN",2015-12-12,0,61,66,55,0,60,68,51,0,56,60,51,0,74,77,71,5
"Bright cashmere &amp; dark chocolate #holidaypairs",2015-12-11,0,56,61,50,0,59,65,52,0,50,55,44,0,76,81,71,5
"@claircg Oh no - sorry to hear this. Would love to find out more so we can look into - please email us at 24-7@jcrew.com with the details.",2015-12-11,0,56,61,50,0,59,65,52,0,50,55,44,0,76,81,71,5
"You don't have to be a member of a Scottish clan to appreciate a sturdy plaid scarf https://t.co/8BNzPTLdZK https://t.co/swEZscm5Jh",2015-12-11,0,56,61,50,0,59,65,52,0,50,55,44,0,76,81,71,5
"Because eventually you do have to get out of bed. Sorry. https://t.co/paGKW787hh https://t.co/hb3QMSUnmY",2015-12-10,0,56,60,51,0,60,68,52,0,52,60,43,0,65,78,51,5
"Today’s forecast: Add a layer, take off a layer, add a layer, take off a layer…",2015-12-09,0,48,55,40,0,65,75,55,0,49,55,43,0,62,75,49,5
"Outfits so cute you might let them stay up an extra hour this year https://t.co/OQpjFMYVFt #jcrewholiday https://t.co/5WYih6CUG7",2015-12-09,0,48,55,40,0,65,75,55,0,49,55,43,0,62,75,49,5
"The best kind of holiday card? One that gets you 15% off your first order... https://t.co/RPLmwbxnAH #jcrewholiday",2015-12-08,0,45,49,41,0,69,83,54,0,45,49,40,0,57,72,42,5
"Your winter outerwear forecast: sharp, stylish, with 100% chance of warmth https://t.co/UUy57yoIoJ https://t.co/ittABIg4lI",2015-12-08,0,45,49,41,0,69,83,54,0,45,49,40,0,57,72,42,5
"How to gesticulate better: Italian leather gloves lined with cashmere https://t.co/KE9UfGP2Xq https://t.co/fp6hlPwqqx",2015-12-07,0,48,54,42,0,68,81,55,0,37,40,33,0,58,70,45,5
"Cold floors &amp; cozy slippers #holidaypairs",2015-12-06,0,46,53,39,0,67,78,56,0,40,48,32,0,55,70,39,5
"We visited illustrator Pierre Le-Tan to talk his new limited-edition collection for J.Crew https://t.co/8kjU5Ppvl5 https://t.co/sqckSrsJcz",2015-12-06,0,46,53,39,0,67,78,56,0,40,48,32,0,55,70,39,5
"A customizable tote from @yellowowlwkshop, aka the gift that will occupy her for hours: https://t.co/RFenDAim07",2015-12-05,0,46,51,40,0,63,77,49,0,38,45,30,0,52,66,37,5
"Hint, hint, hint, hint, hint, hint. https://t.co/W7iYCoWsXr #jcrewholiday https://t.co/ek81ytZrHG",2015-12-05,0,46,51,40,0,63,77,49,0,38,45,30,0,52,66,37,5
"Our latest style guide is now on @Pinterest, sooooo, your wish list is about to get longer https://t.co/dO2jY5zYnT https://t.co/7FWw4p3KRn",2015-12-05,0,46,51,40,0,63,77,49,0,38,45,30,0,52,66,37,5
"When it comes to your closet, more isn’t better. Better is better. #jcrewalways",2015-12-04,0,48,52,44,0,59,67,51,0,41,48,33,0,50,61,38,5
"From your best bud to your dog groomer, we’ve got the right gifts for everyone https://t.co/WVOEkPtHWZ #jcrewholiday https://t.co/LJFRovXjvG",2015-12-04,0,48,52,44,0,59,67,51,0,41,48,33,0,50,61,38,5
"Looks we love so much we needed to use four exclamation points ! ! ! ! https://t.co/9aHpT72dYZ https://t.co/DWsmRuagrG",2015-12-04,0,48,52,44,0,59,67,51,0,41,48,33,0,50,61,38,5
"Names aren't only for stockings https://t.co/Qro5yRgqx6 #jcrewholiday",2015-12-03,0,50,55,44,0,66,76,56,0,34,37,31,0,51,62,40,5
"Is it cheating to wear a velvet blazer to an ugly sweater party? https://t.co/MXWTnFhK4c #jcrewholiday https://t.co/sE5UKP9Fc0",2015-12-03,0,50,55,44,0,66,76,56,0,34,37,31,0,51,62,40,5
"New arrivals that make for a lean, mean, ready-for-a-snowball-fight machine https://t.co/aePyVMTGO8 #newarrivals https://t.co/o3ZYxqsPyL",2015-12-01,0,48,51,44,0,60,72,47,0,42,45,39,0,54,57,50,5
"You’ve got holiday parties. We’ve got holiday outfits https://t.co/7JHyuJilh9 #jcrewholiday https://t.co/gMlVIpqJKV",2015-11-30,0,38,45,32,0,56,66,46,0,43,46,39,0,56,61,51,5
"True story: your holiday shopping isn’t going to get done itself https://t.co/UZrCn8jVhy",2015-11-30,0,38,45,32,0,56,66,46,0,43,46,39,0,56,61,51,5
"What’s better than planning a vacation? Planning a free vacation https://t.co/kf4Q4KC3T9 (cc: @jetblue) https://t.co/dCiSCe06xA",2015-11-29,0,42,48,37,0,59,67,50,0,37,43,30,0,50,52,47,5
"Leftovers &amp; reruns #holidaypairs",2015-11-29,0,42,48,37,0,59,67,50,0,37,43,30,0,50,52,47,5
"The best gifts on the planet. Maybe outer space, too. https://t.co/qDsWY0blUT   #jcrewholiday https://t.co/nqaFpEsucL",2015-11-29,0,42,48,37,0,59,67,50,0,37,43,30,0,50,52,47,5
"Snug-as-a-bug-in-a-rug starts here. https://t.co/6R3R7lSLCS #crewcuts https://t.co/sxl8Hp9Xhu",2015-11-28,0,53,63,43,0,55,64,46,0,38,40,36,0,58,68,47,5
"Our @newbalance 998 Royalty sneaks are made in the USA with a colorway you'll only find here https://t.co/olMGYLvF30 https://t.co/R4MIVYv55F",2015-11-28,0,53,63,43,0,55,64,46,0,38,40,36,0,58,68,47,5
"Sooo….what’d you get today?",2015-11-28,0,53,63,43,0,55,64,46,0,38,40,36,0,58,68,47,5
"26 #newarrivals that say “do your worst, winter” https://t.co/xBEIHsjZv5 https://t.co/X2TrPo19U3",2015-11-27,0,58,64,51,0,57,64,50,0,48,57,38,0,73,76,69,5
"Happy Thanksgiving! If you need us, we'll be over in the pie area",2015-11-26,0,51,60,41,0,56,64,48,0,56,62,50,0,72,77,66,5
"Share a slice of delicious dutch apple pie with our men's designer, Frank https://t.co/MHUdfX3SEW https://t.co/37NHGZv6u0",2015-11-26,0,51,60,41,0,56,64,48,0,56,62,50,0,72,77,66,5
"Cold got you down? These #newarrivals will pick you right back up https://t.co/cykPvHZOcl https://t.co/9eOhPSLhEs",2015-11-25,0,43,50,36,0,57,63,50,0,46,53,39,0,65,76,54,5
"Passing through JFK today? We're giving out free stuff in @Jetblue Terminal 5. And we brought snacks #jcrewxjetblue",2015-11-25,0,43,50,36,0,57,63,50,0,46,53,39,0,65,76,54,5
"The experts at @FellowBarber share tips for getting a better cut: https://t.co/3D0qAlJxLJ https://t.co/jj34l3R6Bc",2015-11-24,0,39,46,32,0,61,70,52,0,36,45,26,0,55,67,43,5
"Flying out of JFK tomorrow? Look for us in @Jetblue Terminal 5 and win free cashmere, flight vouchers, and more good stuff #jcrewxjetblue",2015-11-24,0,39,46,32,0,61,70,52,0,36,45,26,0,55,67,43,5
"179 new arrivals?! My word. https://t.co/PV3UhbfSeN #newarrivals https://t.co/ZtWWo4a8Xb",2015-11-24,0,39,46,32,0,61,70,52,0,36,45,26,0,55,67,43,5
"Our idea of sound investments: Italian cashmere, Scottish tweeds, and Japanese denim #jcrewalways",2015-11-24,0,39,46,32,0,61,70,52,0,36,45,26,0,55,67,43,5
"Lots of things he'll like a lot more than a fruit cake https://t.co/n1iNpsAKSu #jcrewholiday https://t.co/jWdFbbjuTM",2015-11-23,0,39,44,33,0,68,81,55,0,33,39,27,0,49,62,35,5
"Dress-up outfits that are kid tested, Grandma approved https://t.co/rnMI9V0RnH https://t.co/8t23IrvygO",2015-11-23,0,39,44,33,0,68,81,55,0,33,39,27,0,49,62,35,5
"Which @fallontonight staffer always wanted to be in a J.Crew catalog? Get the story: https://t.co/YRbyw9rxFZ https://t.co/aJ4OuyuoH8",2015-11-22,0,49,55,42,0,72,85,59,0,21,29,13,0,46,56,36,5
"It’s sunny somewhere… And we can send you there https://t.co/kf4Q4KC3T9 (cc: @jetblue) #jcrewxjetblue https://t.co/U6s9ey9rCo",2015-11-22,0,49,55,42,0,72,85,59,0,21,29,13,0,46,56,36,5
"'Tis the season to look your sharpest https://t.co/pDFxziWvZ5 https://t.co/tkJgRAEYEF",2015-11-21,0,48,53,42,0,72,87,57,1,28,35,21,0,56,68,44,5
"You have the “who.” We have the “what.” Shop The Great Gift List: https://t.co/JtvnTpwAi0 #jcrewholiday https://t.co/ZMeCnfXK8z",2015-11-21,0,48,53,42,0,72,87,57,1,28,35,21,0,56,68,44,5
"The @ASICSTigerUSA Alliance: unless you book a ticket for Tokyo, you'll only find them here https://t.co/MkZO1a650l https://t.co/YdOuZv6wu0",2015-11-20,0,55,64,46,0,70,85,55,1,38,43,33,0,62,73,50,5
"For all your gloved ones: cozy, cold weather accessories https://t.co/qtSNCGRF9E https://t.co/xfHbcjmiM1",2015-11-20,0,55,64,46,0,70,85,55,1,38,43,33,0,62,73,50,5
"Live on @FallonTonight, @JimmyFallon introduces the Pocket Dial™! 100% of the net proceeds will be donated to @DSWT https://t.co/Xy9xRTlN1i",2015-11-19,0,61,64,57,0,69,86,51,0,44,50,37,0,64,79,49,5
"The turtleneck hair-tuck—our cold-weather solution to a bad hair day https://t.co/bpgqUWPjIh",2015-11-19,0,61,64,57,0,69,86,51,0,44,50,37,0,64,79,49,5
"Designed by @jimmyfallon, with a little help from us: our newest arrival is the Pocket Dial™ https://t.co/dZNxgPITNy https://t.co/9oUlu73OLU",2015-11-19,0,61,64,57,0,69,86,51,0,44,50,37,0,64,79,49,5
