"lofttext","date"
"Piece together the perfect party look. http://t.co/Dum4jFyZai http://t.co/n5KQKW6V2K",2014-12-15
"You could score a $500 LOFT gift card (plus, thousands of other prizes). Learn more: http://t.co/bR27QD47MF http://t.co/cRPF2X735H",2014-12-15
"Caught in a sticky situation #Windgloss #LOFTxSRSLY @srslytheshow https://t.co/zC18rtam0m",2014-12-15
"Easy sunday afternoons. #loveloft

Outfit details: Shimmer Fair Isle Scarf, Relaxed Skinny Jeans @‚Ä¶ http://t.co/tOB4occhSD",2014-12-14
"One of our go to gifts this holiday. #loveloft

Pictured: Cable Pom Pom Hat @ http://t.co/s8ayKvjt90 http://t.co/d5wFsIApWt",2014-12-14
"Suitcases have ONE job! #JustStayHome #LOFTxSRSLY @srslytheshow https://t.co/wv1zdCB2iu",2014-12-14
"Tackle the weekend in comfort and style. http://t.co/h8QB5w3HJd http://t.co/1hh9NAl0Vh",2014-12-13
"Put the happy in your holidays with seriously funny vines from @srslytheshow. Find them here:‚Ä¶ http://t.co/HQXs9hycpG",2014-12-13
"That Grandma Money Tho #CardFromGrandma #LOFTxSRSLY @srslytheshow https://t.co/p0Je43B8Sj",2014-12-13
"Casual Fridays made better in our jeans. Shop now: http://t.co/SZwasMNWCQ http://t.co/AcgS5vWf3i",2014-12-12
"You can‚Äôt be too prepared #MistletoePrep #LOFTxSRSLY @srslytheshow https://t.co/4OoSnarZHS",2014-12-12
"Wrapping up some of our favorite sweaters Ì†ºÌæÄ #loveloft @ http://t.co/5jbzPboM2X http://t.co/sWUsP5U9eM",2014-12-12
"Date night details. #loveloft

Outfit Details: Diamond Jacquard Slim Ankle Pants (available in‚Ä¶ http://t.co/cStLXgAftR",2014-12-11
"A Dramatic Reenactment Of Our Biggest Dressing Room Nightmare http://t.co/MssIlZEcDW via @refinery29 #LOFTxSRSLY",2014-12-08
"Straight from Scotland: Fair Isle. Shop now: http://t.co/zyheA2WLm6 http://t.co/fGH2IJCCm4",2014-12-08
"Deck The Halls With‚Ä¶.Snacks! #FaLaLaLayOffThePopcorn #LOFTxSRSLY @srslytheshow https://t.co/PD6XCCL8X5",2014-12-08
"What‚Äôs in your bag? #loveloft

Pictured: Striped Pouch @ http://t.co/s8ayKvjt90 http://t.co/31zocompN4",2014-12-07
"You know what‚Äôs cooler than a million marshmallows? #MoreisMore #LOFTxSRSLY @srslytheshow https://t.co/A6SM5epa8u",2014-12-07
"Throw on some tinsel. #loveloft

Outfit details: Honeycomb Sweater, Metallic Jacquard Mini @ http://t.co/5jbzPboM2X http://t.co/Lfg8HNT6Cz",2014-12-06
"Shop 40% off during the Holiday Style Event: http://t.co/H3NQGwTnCJ",2014-12-06
"Pile on the cozy. Shop Cozy Comforts at LOFT: http://t.co/dLt6dDnwc1 http://t.co/9bjbdLwhx4",2014-12-06
"And you thought snowflakes were unique. #PointsettiaProblems #LOFTxSRSLY @srslytheshow https://t.co/IKf8XOYWgw",2014-12-06
"18 Holiday Faux Pas We‚Äôre All Guilty Of http://t.co/BRah9WqNj5 via @LOFT",2014-12-05
"This year, we‚Äôll save you some tears, with outfits so easy and special. Shop 40% off during the Holiday Style Event: http://t.co/DgQmT9755M",2014-12-05
"Because Friday. #loveloft @ http://t.co/s8ayKvjt90 http://t.co/jqYc8KrsUe",2014-12-05
"(But he is though) #SantaTruther #LOFTxSRSLY @srslytheshow https://t.co/435RU575Ve",2014-12-05
"Master the snow angel look. Shop New Arrivals: http://t.co/GFkPqenNcl http://t.co/JOAicoSJsO",2014-12-05
"Pile on the cozy. Shop New Arrivals: http://t.co/pGFMw6POb4 http://t.co/aTIj4dYCmy",2014-12-04
"Every Excuse You Make To Get Out Of Plans And Stay In For The Night (Video) http://t.co/PGmEuDKchI via @EliteDaily",2014-12-04
"Adorable idea RT @yanchauchau Coptic stitch from last week, with @LOFT holiday mailer as cover. #bookbinding #recycle http://t.co/6OALDwnwXg",2014-12-04
"Have you seen our first Vine of Xmas yet? Follow along with @glamourmag here: http://t.co/Ac1yhIhGKp",2014-12-04
"17 Ways The Gingerbread Man Is The Perfect Boyfriend http://t.co/ETRaHS2we9 via @LOFT",2014-12-04
"A flurry of new arrivals. Shop Now: http://t.co/v8Zq6PV36Q http://t.co/e7andnw9Yl",2014-12-04
"How Soon is Too Soon to Break out the Holiday Tinsel?http://t.co/hxEM93g8Bf via @manrepeller featuring @LOFT and @SRSLYtheshow",2014-12-04
"We want to help put the happy in your holidays this season.
https://t.co/e8UFLD9MNI",2014-12-04
"LOFT Partners With SRSLY for Holidays - http://t.co/bJL2Ulvd3m http://t.co/nRUT5t2i2J (from @wwd)",2014-12-04
"We're all about Fair Isle. #loveloft @ http://t.co/s8ayKvjt90 http://t.co/HU8Hn9Ymlr",2014-12-04
"If presents could talk. #WaitTilChristmas https://t.co/OFPcUJMAzb",2014-12-04
"Putting these faux shearling booties on our wish list. #loveloft @ http://t.co/s8ayKvjt90 http://t.co/UMYPev19N5",2014-12-04
"We love bold floral prints this season. http://t.co/uBZm4VFCjn http://t.co/mvCZOm25EI",2014-12-03
"Bundled up tonight. #loveloft @ http://t.co/s8ayKvjt90 http://t.co/sCDWdjwiIN",2014-12-03
"Let's take this outside. http://t.co/d1sca0ROZh http://t.co/rk1xsSNjDu",2014-12-02
"We‚Äôre proud to support @StJude Thanks and Giving &amp; #GivingTuesday.Join us by giving back ‚Äì donate in stores or online http://t.co/xu1UcokV4r",2014-12-02
"The Floral Jacquard Sweatshirt. One of our favorite layers this season. #loveloft @ http://t.co/s8ayKvjt90 http://t.co/aw0gwpANUI",2014-12-01
"Need help crossing those items off your shopping list? 50% off everything at LOFT with code MONDAY at checkout: http://t.co/NpdP1S8iaU",2014-12-01
"Cyber Monday. You know where to find us. #loveloft @ http://t.co/s8ayKvjt90 http://t.co/QmFN1XapKu",2014-12-01
"Cyber Monday. One of the only Mondays people look forward to‚Ä¶ Shop 50% off with code MONDAY: http://t.co/pRYD1lDz1f http://t.co/UHaJVPiIFV",2014-12-01
"Beautiful lace detail.  @stephsterjovski in the Lacy Jumpsuit. #loveloft @ http://t.co/5jbzPboM2X http://t.co/5BQcNQIHS9",2014-12-01
"This chunky scarf is our go to for cozy. Shop now: http://t.co/Hhcm4VqPmr http://t.co/qI80tw8oUv",2014-11-29
"We‚Äôre taking this necklace out for family brunch.
#loveloft @ http://t.co/s8ayKvjt90 http://t.co/lw5dfuIJPz",2014-11-29
"Shop, then chill. Our Black Friday uniform does double duty. #loveloft @ http://t.co/s8ayKvjt90 http://t.co/MfYkdk8Iwj",2014-11-28
"A cozy shopping outfit is a must. Shop Black Friday Sales Online and In-Store at LOFT: http://t.co/bQxhMcbAHp http://t.co/JK0QofaGGC",2014-11-28
"We‚Äôre thankful for festive sparkles‚Ä¶ and stretchy pants. #loveloft @ http://t.co/s8ayKvjt90 http://t.co/dDQbFR9Zpo",2014-11-27
"#lifeisinthedetails http://t.co/ayw03xkZ0U",2014-11-27
"It‚Äôs a time for gathering. Shop Holiday Styles on http://t.co/s8ayKvjt90: http://t.co/JqhUf3AdrP http://t.co/LnHTAOjrx5",2014-11-27
"Our idea of extra dressing. #loveloft @ http://t.co/s8ayKvjt90 http://t.co/NSHPsJBhT6",2014-11-27
"Wear this on the plane, train or car ride home. Shop travel outfits now: http://t.co/5L4qPyvpwc http://t.co/X2DoQOXVab",2014-11-26
"Don't you love a little lace detail? Shop Our Party Ready Picks: http://t.co/210Rmt86C0 http://t.co/0m9S9tVLWN",2014-11-26
"Traveling for Thanksgiving? This outfit is plane, train and automobile ready. #loveloft @ http://t.co/s8ayKvjt90 http://t.co/nITJecRD1y",2014-11-25
"Create your own snowy scene in wintry whites. Shop The Monthly Edit: http://t.co/Jq4lttk4uL http://t.co/9R8MgbXK5g",2014-11-18
"Our new favorite hot spots? Polka dot tights. 
https://t.co/n4ztO2XDP8",2014-11-18
"It's here. The Monthly Edit Holiday Dressing Edition. Party on all season in these ten looks: http://t.co/zEo9AKU4eT",2014-11-18
"Mad for plaid. #loveloft @ http://t.co/s8ayKvjt90 http://t.co/SvLlhEKJh4",2014-11-17
"Sweaters on, shivers be gone. Shop Sweaters: http://t.co/egBAO5VnTC http://t.co/g1VURu7d9I",2014-11-17
"Wrap yourself in cozy knits. Shop Sweaters: http://t.co/tEMewiJF18 http://t.co/gDEzelWDLb",2014-11-17
"We love a good pouch. #loveloft @ http://t.co/s8ayKvjt90 http://t.co/SrlZCLG6Pm",2014-11-16
"Weekend strolls made extra fun in this cozy outfit.
#loveloft @ http://t.co/s8ayKvjt90 http://t.co/hdYMCxUlk4",2014-11-16
"We‚Äôre serving up some outfit add ons. #loveloft @ http://t.co/5jbzPboM2X http://t.co/Q84LROyv7m",2014-11-15
"A scene from our Natick store featuring a favorite, @kinfolkmag. #regram via @lauralacquer http://t.co/H3yflndeaJ",2014-11-15
"Casual Caturday's. #loveloft @ http://t.co/s8ayKvjt90 http://t.co/va5OWx3uA9",2014-11-15
"Winter white to keep you warm all fall. Shop The Funnel Neck Coat: http://t.co/nrvKWMD59k http://t.co/DZs4Pqd0mw",2014-11-15
"So inspired by the Georgetown students at our Senior Professional Wardrobe Building event tonight with @GSPhoyas http://t.co/EYKT3xTHfS",2014-11-15
"Finishing touch for your date night outfit. #loveloft @ http://t.co/s8ayKvjt90 http://t.co/DFt4xYGlie",2014-11-14
"Cozy night in. What are you reading? #loveloft @ http://t.co/zM3wrrImcl http://t.co/ELqycIAFmo",2014-11-13
"Bundle up in cozy accessories. Shop hats, scarves and gloves: http://t.co/WoYZn0qSXf http://t.co/4hdG8vZCZB",2014-11-13
"Breakfast vibes. #loveloft @ The Financial District, Lower Manhattan http://t.co/NJMtdQ9XQD",2014-11-13
"Share our F+F sale with your closets pals and you'll get an exclusive offer. Start Sharing: http://t.co/VKPp7wwTpd http://t.co/6VEl0o4rjS",2014-11-13
"Perfect layers for chilly fall evenings. #loveloft @ http://t.co/s8ayKv1S0W http://t.co/9HSpBxhbw2",2014-11-12
"Take 40% off everything in store + online during our Friends and Family Sale with code SHAREIT http://t.co/pCtVYUckks http://t.co/pjgxaHcvlz",2014-11-12
"Take 40% off everything in store + online during our Friends and Family Sale with code SHAREIT https://t.co/KWtOj7TQkL",2014-11-12
"Take 40% off everything in store + online during our Friends and Family Sale. Use code SHAREIT http://t.co/EupBAvErzD http://t.co/DmkcVfUXHp",2014-11-12
"Because we love sharing with our best friends. #loveloft @ http://t.co/zM3wrrImcl http://t.co/suqjZ8yZrs",2014-11-11
"Everybody loves the LOFT Cash Card. Earn $25 for every $50 you spend now through December 1st. Shop Now: http://t.co/ZIEpu2JdfH",2014-11-11
"Coming Soon: LOFT Friends and Family Sale. Get the exclusive code to shop before everyone else does. Learn more here: http://t.co/pZEhXzaDIi",2014-11-11
"Five Types Of Sweatshirts You Don't Own Yet‚ÄîBut Should! http://t.co/EzEsREwQ9p via @LuckyMagazine",2014-11-11
"We‚Äôre thankful for Friendsgiving dinners. Shop The Lace Sleeve Dress: http://t.co/HEKaCLMRp2 http://t.co/VFfbN59Nbq",2014-11-11
"Mix and match textures to elevate your look. Shop Skirts Now: http://t.co/X6LD1ZCL39 http://t.co/qtroPVywS8",2014-11-10
"Put this outfit to work. #loveloft @ http://t.co/zM3wrrImcl http://t.co/zv3jvklLm1",2014-11-10
"We‚Äôre putting this plaid pair on repeat this month. #loveloft @ http://t.co/zM3wrrImcl http://t.co/qU9FmZGNIq",2014-11-09
"We appreciate the easygoing edge of this colorblocked style. Shop The Faux Leather Trim Top: http://t.co/BJKh6I0Qsb http://t.co/Hrb76bUCeo",2014-11-09
"Cozy knits complete our Sunday uniform. #loveloft @ http://t.co/zM3wrrImcl http://t.co/mQ3SgJc644",2014-11-09
"Saturday brunch. The dressing event of the weekend. #loveloft @ http://t.co/s8ayKv1S0W http://t.co/ns343Pi67F",2014-11-08
"This cozy sweater has Saturday written all over it. http://t.co/AuK5s6cn6b http://t.co/KqkFPcm5DI",2014-11-08
"Because a good dog walking outfit is key. #loveloft http://t.co/vYVbvrAGQy",2014-11-07
"Dress up your denim. http://t.co/b9HqBlMRWO http://t.co/6QP71sifCm",2014-11-07
"We‚Äôre committed to supporting women &amp; ending breast cancer. That's why we've donated &gt;$18.5M to @BCRFCure. Learn more:http://t.co/sy50cobMRF",2014-10-27
"Head-to-toe white feels so right. Shop trends for fall at LOFT: http://t.co/ePbL73nSRZ http://t.co/m7U7nJw9HJ",2014-10-27
"Oh, how we love a good Anorak. Don't you? Also available in petite. #loveloft @ http://t.co/zM3wrrImcl http://t.co/4zXqmAAGVN",2014-10-27
"We think Sunday afternoons are all about making time for yourself. #loveloft @ Makeshift Society Brooklyn http://t.co/WLeZtz1ZUh",2014-10-26
"Greet the season with comfort, warmth and tons of style. Shop New Arrivals: http://t.co/vYdSiJljMo http://t.co/TcM5qq02Dh",2014-10-26
"We love how special these flats make our feet feel Ì†ºÌæÄ #loveloft @ http://t.co/s8ayKv1S0W http://t.co/nIKIYUTu8x",2014-10-26
"A lesson in layering with the Ribbed Open Sweater Jacket. #loveloft @ http://t.co/s8ayKv1S0W http://t.co/q1BMwUzG1f",2014-10-25
"Sweaters and cords. Our answer to Saturday dressing. Shop Fall Essentials Now: http://t.co/RwOJ9XEsGt http://t.co/6A6arJq7Qs",2014-10-25
"Friday night plans? Ours involve this dress.
#loveloft @ http://t.co/zM3wrrImcl http://t.co/2eucaME8Np",2014-10-24
"Breast cancer is the most common cancer among U.S. women. We've teamed up w/ @BCRFcure to support lifesaving research:http://t.co/MnlmSM5Wzb",2014-10-24
"Dress pockets should be mandatory. #loveloft @ http://t.co/zM3wrrImcl http://t.co/b7VMFcIdT6",2014-10-24
"This sweatshirt is making us blush. Shop The Starburst Jeweled Sweatshirt: http://t.co/9OYZIWCqt5 http://t.co/nXPwrYawrb",2014-10-24
"We love this Editor's Pick from @refinery29 at the Style Stalking book event at our Flatiron store‚Ä¶ http://t.co/zYZI77wi66",2014-10-24
"Piera and Christene of @Refinery29 (and Style Stalking co-authors) at the launch event tonight. #R29STYLESTALKING http://t.co/wMZSwH0xwG",2014-10-24
"We're taking style tips from @ManRepeller + @Refinery29 tonight at the Style Stalking book launch. #R29STYLESTALKING http://t.co/GF1eMJ5mtQ",2014-10-24
"Get your copy! Free with every purchase of 100+ at our store Flatiron store tonight! #R29STYLESTALKING http://t.co/oR9w41Rej5",2014-10-23
"R29 Editor's LOFT picks from the @Refinery29 Style Stalking book launch. #R29STYLESTALKING http://t.co/yhluW9VBiF",2014-10-23
"RT @fancythingsblog Yay! 50% off everything @LOFT with the code: ALLMINE http://t.co/dodvYW8g2U http://t.co/ivwxROqnGG",2014-10-23
"Show us your sweetest looks #loveloft http://t.co/zGTyfz2n1K",2014-10-23
"We love any excuse to wear a cozy sweater. Shop Now: http://t.co/64OtG3zIZe http://t.co/Mqn0oT5Aau",2014-10-23
"Layer it on. #loveloft @ http://t.co/s8ayKv1S0W http://t.co/X3XSrEvh2F",2014-10-22
".@hilaryhrhoda looks stunning in our @holstandlee for LOFT exclusives for Breast Cancer Awareness Month. cc:@BCRFcure http://t.co/6g2uTGGqvh",2014-10-09
"Our clothes are designed to add a little confidence to your everyday. Shop now: http://t.co/UNKKPDmYBy http://t.co/4C1REJgEhK",2014-10-09
"This skirt was made for twirling. #loveloft @ http://t.co/s8ayKv1S0W http://t.co/3uvkzO8xXE",2014-10-09
"Its true. 50% off all full price items today. Exclusively in stores. Find one near you: http://t.co/oa6Fil2grg",2014-10-08
"Wearing faux-leather on our sleeves. #loveloft @ http://t.co/zM3wrrImcl http://t.co/pGDdLqGTi2",2014-10-08
"The Tweedy Admiral Jacket. It‚Äôs a fall favorite. Shop it here: http://t.co/QO4N5hZXDd http://t.co/WRe600ETEe",2014-10-08
"We love how @galmeetsglam of Gal Meets Glam styled our Snow Leopard Print Car Coat. Shop the look by‚Ä¶ http://t.co/gL4hpc5g32",2014-10-07
"Enjoy 20% off every purchase of $100+ now through November 15 with your LOFT Cares Card. Don't have one? Learn more: http://t.co/lgw2OMxgpH",2014-10-07
"We‚Äôre committed to supporting women &amp; ending breast cancer. For each RT thru 10/31 we will donate $1 to @BCRFCure (up to $10k). #LiveInPink",2014-10-07
"We love how easily a blouse can dress up denim. Shop jeans: http://t.co/mYl2kMWT1S
#loveloftjeans http://t.co/MTj3dKWNWx",2014-10-07
"Grey or Camel? Our answer: Both.
#loveloft @ http://t.co/zM3wrrImcl http://t.co/LU4hbmDnmd",2014-10-07
"Grey or Camel? Our answer: Both.
#loveloft @ http://t.co/zM3wrrImcl http://t.co/LU4hbmDnmd",2014-10-07
"‚Ä¶so we had to give you more details. #loveloft @ http://t.co/s8ayKv1S0W http://t.co/oLKBjv898k",2014-10-06
"Almost 40,000 women will die from breast cancer in the U.S. this year. Follow us tomorrow at 10am EST when we reveal how you can help.",2014-10-06
"Check this sweater off your must have list for fall. Oh PS, it's 40% off today. Shop it now: http://t.co/V5UqUSVp8Y http://t.co/d4h8aOKZ9a",2014-10-06
".@BCRFcure has invested $500M+ in research to seek a cure for breast cancer. We're proud to support 17 grants this yearhttp://bit.ly/1uaK1Pp",2014-10-06
"This jacket is everything‚Ä¶
#loveloft @ http://t.co/zM3wrrImcl http://t.co/wQmqR6OZWL",2014-10-06
"How cute are these? Meet the Denim Overalls in Vast Blue Wash. #loveloft @ http://t.co/s8ayKv1S0W http://t.co/53OcseoJaG",2014-10-05
"Button up in one of our favorite fall trends‚Ä¶
#loveloft @ http://t.co/zM3wrrImcl http://t.co/OagwZjCUop",2014-10-05
"The Chambray Sweatshirt, ready for its closeup (and it‚Äôs available in petite).  #loveloft @ http://t.co/s8ayKv1S0W http://t.co/UNVJltxLtt",2014-10-04
"Who says you can‚Äôt wrap that sweatshirt around your waist? #loveloft @ http://t.co/zM3wrrImcl http://t.co/XzlTzwjsiW",2014-10-04
"The perfect early fall outfit. Tights, we‚Äôll see you soon. Shop new arrivals for fall now: http://t.co/fbAtjFxt7P http://t.co/znDhJnmpaK",2014-10-04
"This is layering done right Ì†ΩÌπå #loveloft @ http://t.co/s8ayKv1S0W http://t.co/vSyegGU4tw",2014-10-03
"See how @galmeetsglam styles the Snow Leopard Print Car Coat: http://t.co/e76x6Odhdi",2014-10-03
"We think this styling is killer RT @artinthefind How to Pair a Striped Sweater Shirt | Art in the Find #loveloftjeans http://t.co/I6oem0KLvu",2014-10-03
"We think this dress has the right amount of edge to start your weekend off right. Shop it now: http://t.co/q4V9TqN4bA http://t.co/wB7bd5AUcT",2014-10-03
"RT @keheinze @LOFT This sale is killer! Plus Lou &amp; Grey! Major fall stock up time. #loftlove cc: @louandgrey",2014-10-03
"We agree @LuckyMagazine! The Leopard Print Dress Of Your Dreams‚ÄîFor Less Than $100! http://t.co/u85m1XpEzJ",2014-10-03
"Sometimes it‚Äôs okay to be tough. #loveloft @ http://t.co/s8ayKv1S0W http://t.co/lFLtwDeTgf",2014-10-02
"We love how @ShopDandy styles these LOFT fall essentials. Check out her look here: http://t.co/fFUCIU6hk5",2014-10-02
"Loft Cares Card. Buying this card does good things. 90% of this card‚Äôs purchase price will be donated to @BCRFcure http://t.co/g44GqyYeRZ",2014-10-02
"These Coated Cotton Motos have us excited for fall. #loveloft @ http://t.co/zM3wrrImcl http://t.co/WQdqSXqAP0",2014-10-02
"Next time someone compliments your look, chalk it up to your good jeans.
Shop Now: http://t.co/uYPD7eDLe4 http://t.co/moRALXDWSL",2014-10-02
"We‚Äôve fallen for this flouncy style. Shop Now: http://t.co/fwFj46FVA3 http://t.co/RQjL8c04Sy",2014-10-01
"We loved working in your space! Thanks @MakeshiftSocBK RT you would never know but @LOFT took this photo at Makeshif! http://t.co/xRHGiWhBTV",2014-10-01
"A skirt made for twirling. Shop Now: http://t.co/r7gy7mzO5f http://t.co/96Fy85jrsu",2014-10-01
"Check out this video we made with @refinery29: Working With Your Best Friend Might Actually Be Brilliant http://t.co/NR1j7NePXk",2014-10-01
"So cute! RT @krystin_lee Abstract animal print look with @loft on the blog today http://t.co/4OD4uPGPft http://t.co/y73kodjoZN",2014-10-01
"The Flippy Skirt - A Fall Favorite. Shop Now: http://t.co/JpFAxNqRUF http://t.co/VzchzyTjee",2014-10-01
"We‚Äôre calling it: this month is all about cute earrings (and candy corn, of course). @ http://t.co/zM3wrrImcl http://t.co/wi202bbRW7",2014-10-01
"We‚Äôre flipping over this skirt‚Ä¶ Shop Now: http://t.co/ASICJChN24 http://t.co/fDeq3orWBF",2014-10-01
"Ì†ΩÌ∏â RT @K_Canizaro Thanks @LOFT for the Mystery Flash Sale! Just bought 2 pairs of jeans with $50 off!",2014-10-01
"Three deals await you. Which will you win? Try your luck here: http://t.co/d31Z0uy3B4 http://t.co/IPsulC4hFq",2014-09-30
"Today's Top Story: 40% Off Tops &amp; Sweaters. We say get one of each. Shop Now: http://t.co/zbJLRenYbS http://t.co/h4LhT25krX",2014-09-30
"We are too! @louandgrey  RT @MaryG0512 I am obsessed with @LOFT Lou and Grey line. #FallFashion",2014-09-30
"Tights and boots. How we‚Äôve missed you. #loveloft @ http://t.co/s8ayKv1S0W http://t.co/9RJ5G4hdV7",2014-09-30
"Did you hear? Sweaters and tops are 40% off right now. Shop sweaters here: http://t.co/8Kwb2HnK9u",2014-09-29
"Buckle up! #loveloft @ http://t.co/s8ayKv1S0W http://t.co/2FnCKV7YJI",2014-09-29
"We love how @stephsterjovski styled our Heart Print Blouse (40% off here: http://t.co/bFsogTPrK4) and Flippy Skirt: http://t.co/qpXiVi6cOJ",2014-09-29
"We can see why! So cute RT @kaitybro Confession- I've worn this outfit probably 4 times since the first day of class. http://t.co/XKrUUeVM4q",2014-09-29
"We are too! RT @eastwestchic I'm really excited about these @LOFT overalls! http://t.co/s00sWZTR9n
#loveloft",2014-09-29
"We love how @PPFGirl styled her LOFT Windowpane Sweater: http://t.co/k75id2LtFC . Sweater is now 40% off! Shop now: http://t.co/UxCqUepxmD",2014-09-29
"We agree! RT @bowsandsequins Nothing I love more than shopping for a good cause! @HolstandLee @LOFT @bcrfcure http://t.co/aEcLtOeLjq",2014-09-29
"Trend Report: Color Blocking. These styles prove that two tones are better than one. Shop now: http://t.co/wujKhNA0of http://t.co/f43MyNU6Sg",2014-09-29
"Starting today! Tops and sweaters are 40% off. Your pants will never feel lonely again. Shop tops here: http://t.co/ZQN53fdYHS",2014-09-29
"Meet the Ponte Pant, so slim and cozy you‚Äôll live in them all fall. #loveloft @ http://t.co/zM3wrrImcl http://t.co/4LUdgFAewT",2014-09-29
"Find the perfect petite jackets at LOFT. http://t.co/CfjPK9SqWr",2014-09-29
"We ‚ù§Ô∏è breakfast for dinner.
#lifeisinthedetails http://t.co/GsinhC1rep",2014-09-28
"Boots or flats? We think both. #loveloft @ http://t.co/zM3wrrImcl http://t.co/B0iWVwT7g6",2014-09-28
"Since 2005, we've funded 71 research grants w/ @BCRFcure to prevent &amp; cure. #proud. Learn more: http://t.co/ZPMKuWZbUZ",2014-09-28
"We like Saturdays a latte. #loveloft @ La Colombe http://t.co/A4r60lRhXw",2014-09-27
"Meet the softened shirt‚Äìa light and airy button-down, with no detail left unbuttoned. Shop now:http://t.co/VGNa6cf46C http://t.co/AJmqZBWhJ9",2014-09-27
"On display. #loveloft @ http://t.co/s8ayKv1S0W http://t.co/SAgfmtxUud",2014-09-26
"Have you checked out our exclusive pieces by @holstandlee? Cute and guilt free. http://t.co/OG1HFuWvrv cc: @BCRFcure http://t.co/4dpDGnW0KV",2014-09-26
"All you need is‚Ä¶ #loveloft @ http://t.co/s8ayKv1S0W http://t.co/ZiylTDmnqs",2014-09-26
"Add a little confidence to your every day. Shop new arrivals: http://t.co/RTBMUULuOo http://t.co/Y3w462D6hC",2014-09-26
"Is Petite right for you? Check out our fit guide here: http://t.co/z8xyLYgTsr",2014-09-25
"Leopard loves stripes. #loveloft @ http://t.co/s8ayKv1S0W http://t.co/v8vCrek1jh",2014-09-25
"Dress up your graphic tee with heels and a cardigan. Shop The Graphic Tee: http://t.co/1PlAUHbhIU http://t.co/IYs4cymLIk",2014-09-25
"Jackets required. Shop Fall Jackets Now: http://t.co/oeWvouFnIB http://t.co/STRw9idzgA",2014-09-25
"We love this statement coat for fall. Which style has your name on it? http://t.co/GlMwBT4TfK http://t.co/d2EKeblP9f",2014-09-24
"It's officially fall after all. Shop Jackets: http://t.co/szJrltQIvn http://t.co/qdTNmMnvUk",2014-09-24
"Check out: We're obsessed! Holst + Lee partners with LOFT for Breast Cancer Awareness http://t.co/OXIyEXjnEc via @StyleList",2014-09-24
"Standing pretty. #loveloft @ http://t.co/s8ayKv1S0W http://t.co/4E5RThJ46C",2014-09-24
"Cozy cords, the answer to Sunday dressing. #loveloft @ http://t.co/zM3wrrImcl http://t.co/NsucYKHSwO",2014-09-21
"Wrap yourself in stripes. #loveloft @ http://t.co/s8ayKv1S0W http://t.co/LemAgj1nLG",2014-09-20
"We‚Äôre taking it easy this Saturday. Shop Cozy Knits: http://t.co/ydVQIo5XER http://t.co/jG23JPsVgd",2014-09-20
"The Custom Stretch Trouser. Forgiving. Streamlined. Smart. Shop the look: http://t.co/nJzydOYow7 http://t.co/rZe75NMmNo",2014-09-20
"Dinner or drinks? You decide. #loveloft @ http://t.co/zM3wrrImcl http://t.co/Vr2iySQJ78",2014-09-19
"The Tailored Twill Trouser. Designed to lift, smooth and improve. Shop the look: http://t.co/KSOW4OPUGF http://t.co/fVnhPCQEqU",2014-09-19
"The Plaid Straight Leg Pant. Seasonless fabric, season-appropriate pattern. Shop the look: http://t.co/RJNr1fpR56 http://t.co/4TdMtPTRXn",2014-09-19
"RT @TamronHall rocking the @LOFT &amp; @holstandlee necklace featured in @goodhousemag on the @TODAYshow this am. #BreastCancerAwarenessMonth",2014-09-19
"President &amp; CEO of ANN INC, Kay Krill, on Internships Today: Meeting Their (and Your) Expectations http://t.co/ZgSMIlDndz cc: @LinkedIn",2014-09-19
"For Breast Cancer Awareness Month, we‚Äôve partnered with @holstandlee to create a limited-edition jewelry collection. http://t.co/UFMHzA1AzD",2014-09-19
"The Moto Skinny Pant. Ultra-sleek from every angle. Shop the look: http://t.co/mMAPlUytAi http://t.co/nhTZRbu11L",2014-09-19
"Our Utility Blouse is perfect for a casual Friday. Shop The Utility Blouse: http://t.co/szYMhZk67z http://t.co/nyHn8W7trP",2014-09-19
"The Bi-Stretch Pant. Straight leg, slimming fabric. Shop the look now: http://t.co/qMGXHqMfVk http://t.co/9t3qaf4rIP",2014-09-19
"70% of the purchase price from the HOLST + LEE for LOFT collection will be donated to @BCRFcure. cc: @holstandLee http://t.co/46uK2gsWRy",2014-09-18
"Women‚Äôs Petite clothing, made to fit. Shop Now: http://t.co/9Qwo0UqrTR",2014-09-18
"Looks styled by Natalie Holst of @holstandlee at the Pink Preview of HOLST + LEE for LOFT at our Flatiron NYC store! http://t.co/Pa0gvq9jzC",2014-09-18
"Scenes from our HOLST + LEE for LOFT Pink Preview at our Flatiron location. Cc: @holstandlee http://t.co/vEVWRhT5b3",2014-09-18
"The Signs Of Fall Event! 40% off select fall styles. Shop the sale now: http://t.co/dT9ymwoNN2",2014-09-18
"The Plaid Ankle Pant. Cropped with a bold print that's forever fall. Shop the look: http://t.co/m2xA0OHvxP http://t.co/yTOIu7jnrz",2014-09-18
"The Ponte Zip Pant in Black. Timeless, slim and famously flattering. Shop the look: http://t.co/RLB6IL1jaX http://t.co/FT1UKYrSac",2014-09-18
"We think these booties are pedestal worthy. #loveloft @ http://t.co/s8ayKv1S0W http://t.co/d3fNdsSFJL",2014-09-18
"The Ponte Zip Pant in Charcoal. Comfy and stretchy in a good way. Shop the look: http://t.co/Kl4KNOSGGd http://t.co/qKv6kZPTsI",2014-09-17
